,ap,emp,est,fipscty,fipstate,ind_code,naics,qp1,s_NAICS,s_SIC,s_n02,s_n07,sic,year
220609,391,64,7,87,8,710000,71----,92,71,,,71,,2006
220622,7267,705,56,87,8,720000,72----,1693,72,,,72,,2006
220641,7838,322,77,87,8,810000,81----,1871,81,,,81,,2006
220694,0,0,2,87,8,990000,99----,0,99,,,,,2006
220695,108753,5195,525,89,8,000000,------,25703,00,,,00,,2006
220696,0,0,4,89,8,110000,11----,0,11,,,11,,2006
220703,3971,103,16,89,8,220000,22----,935,22,,,22,,2006
220714,3832,141,33,89,8,230000,23----,803,23,,,23,,2006
220755,10992,566,20,89,8,310000,31----,2948,31,,,31,,2006
220777,128,8,3,89,8,323000,323///,30,32,,,32,,2006
220789,0,0,3,89,8,332000,332///,0,33,,,33,,2006
220811,7568,376,34,89,8,420000,42----,1570,42,,,42,,2006
220859,16835,836,95,89,8,440000,44----,4121,44,,,44,,2006
220925,0,0,2,89,8,451000,451///,0,45,,,45,,2006
220964,3779,118,23,89,8,480000,48----,916,48,,,48,,2006
220990,0,0,1,89,8,492000,492///,0,49,,,49,,2006
220994,1531,71,7,89,8,510000,51----,401,51,,,51,,2006
221011,7212,230,32,89,8,520000,52----,1610,52,,,52,,2006
221040,1882,99,20,89,8,530000,53----,468,53,,,53,,2006
221062,1928,106,35,89,8,540000,54----,462,54,,,54,,2006
221093,0,0,1,89,8,550000,55----,0,55,,,55,,2006
221098,4361,229,15,89,8,560000,56----,1152,56,,,56,,2006
221123,34155,1468,60,89,8,620000,62----,7817,62,,,62,,2006
221188,0,0,8,89,8,710000,71----,0,71,,,71,,2006
221207,5764,587,56,89,8,720000,72----,1377,72,,,72,,2006
221231,2672,207,64,89,8,810000,81----,652,81,,,81,,2006
221275,0,0,2,89,8,990000,99----,0,99,,,,,2006
221276,36897,1309,283,91,8,000000,------,8028,00,,,00,,2006
221277,0,0,1,91,8,210000,21----,0,21,,,21,,2006
221282,0,0,1,91,8,220000,22----,0,22,,,22,,2006
221287,10406,273,58,91,8,230000,23----,2413,23,,,23,,2006
221329,287,10,7,91,8,310000,31----,58,31,,,31,,2006
221334,0,0,1,91,8,323000,323///,0,32,,,32,,2006
221342,0,0,1,91,8,332000,332///,0,33,,,33,,2006
221356,482,12,5,91,8,420000,42----,86,42,,,42,,2006
221370,4435,161,47,91,8,440000,44----,1080,44,,,44,,2006
221424,179,8,4,91,8,451000,451///,34,45,,,45,,2006
221458,0,0,3,91,8,480000,48----,0,48,,,48,,2006
221467,0,0,1,91,8,493000,493///,0,49,,,49,,2006
221471,1147,33,10,91,8,510000,51----,263,51,,,51,,2006
221499,2227,63,10,91,8,520000,52----,443,52,,,52,,2006
221517,1839,37,15,91,8,530000,53----,370,53,,,53,,2006
221530,3812,82,31,91,8,540000,54----,769,54,,,54,,2006
221567,584,12,7,91,8,560000,56----,119,56,,,56,,2006
221579,103,3,4,91,8,610000,61----,12,61,,,61,,2006
221586,1200,43,11,91,8,620000,62----,279,62,,,62,,2006
221606,0,0,9,91,8,710000,71----,0,71,,,71,,2006
221628,8784,518,49,91,8,720000,72----,1824,72,,,72,,2006
221650,696,32,15,91,8,810000,81----,148,81,,,81,,2006
221685,34505,1332,484,93,8,000000,------,7315,00,,,00,,2006
221686,0,0,1,93,8,110000,11----,0,11,,,11,,2006
221691,0,0,1,93,8,220000,22----,0,22,,,22,,2006
221696,8608,252,152,93,8,230000,23----,1681,23,,,23,,2006
221754,1982,61,19,93,8,310000,31----,409,31,,,31,,2006
221763,0,0,3,93,8,321000,321///,0,32,,,32,,2006
221776,362,13,6,93,8,332000,332///,77,33,,,33,,2006
221797,717,35,19,93,8,420000,42----,361,42,,,42,,2006
221839,5778,283,50,93,8,440000,44----,1278,44,,,44,,2006
221896,110,7,4,93,8,451000,451///,24,45,,,45,,2006
221916,898,26,13,93,8,480000,48----,194,48,,,48,,2006
221935,0,0,1,93,8,492000,492///,0,49,,,49,,2006
221939,879,18,7,93,8,510000,51----,194,51,,,51,,2006
221955,1475,41,11,93,8,520000,52----,337,52,,,52,,2006
221975,800,41,23,93,8,530000,53----,178,53,,,53,,2006
221998,4050,101,57,93,8,540000,54----,891,54,,,54,,2006
222048,714,33,25,93,8,560000,56----,104,56,,,56,,2006
222078,892,53,7,93,8,610000,61----,221,61,,,61,,2006
222089,945,49,13,93,8,620000,62----,203,62,,,62,,2006
222118,176,10,8,93,8,710000,71----,31,71,,,71,,2006
222136,3416,214,40,93,8,720000,72----,610,72,,,72,,2006
222162,3059,115,37,93,8,810000,81----,623,81,,,81,,2006
222210,0,0,1,93,8,990000,99----,0,99,,,,,2006
222211,23430,915,136,95,8,000000,------,5620,00,,,00,,2006
222212,0,0,1,95,8,110000,11----,0,11,,,11,,2006
222217,0,0,1,95,8,210000,21----,0,21,,,21,,2006
222222,0,0,3,95,8,220000,22----,0,22,,,22,,2006
222230,0,0,12,95,8,230000,23----,0,23,,,23,,2006
222260,499,23,3,95,8,310000,31----,110,31,,,31,,2006
222261,0,0,1,95,8,327000,327///,0,32,,,32,,2006
222265,0,0,1,95,8,332000,332///,0,33,,,33,,2006
222273,3903,117,14,95,8,420000,42----,903,42,,,42,,2006
222297,2776,161,24,95,8,440000,44----,767,44,,,44,,2006
222341,0,0,2,95,8,453000,453///,0,45,,,45,,2006
222352,1251,41,7,95,8,480000,48----,261,48,,,48,,2006
222364,952,36,4,95,8,510000,51----,227,51,,,51,,2006
222373,1725,47,14,95,8,520000,52----,357,52,,,52,,2006
222388,0,0,3,95,8,530000,53----,0,53,,,53,,2006
222399,424,15,7,95,8,540000,54----,90,54,,,54,,2006
222415,0,0,1,95,8,610000,61----,0,61,,,61,,2006
222420,6142,255,8,95,8,620000,62----,1542,62,,,62,,2006
222443,0,0,2,95,8,710000,71----,0,71,,,71,,2006
222450,495,62,9,95,8,720000,72----,112,72,,,72,,2006
222465,855,47,22,95,8,810000,81----,223,81,,,81,,2006
222492,0,0,1,95,8,990000,99----,0,99,,,,,2006
222493,578736,16901,1706,97,8,000000,------,144358,00,,,00,,2006
222494,473,16,4,97,8,110000,11----,101,11,,,11,,2006
222502,1858,28,4,97,8,210000,21----,424,21,,,21,,2006
222511,0,0,2,97,8,220000,22----,0,22,,,22,,2006
222519,52030,1001,227,97,8,230000,23----,11259,23,,,23,,2006
222573,7723,191,20,97,8,310000,31----,1827,31,,,31,,2006
222598,0,0,1,97,8,321000,321///,0,32,,,32,,2006
222611,5120,112,4,97,8,332000,332///,1252,33,,,33,,2006
222634,7229,89,22,97,8,420000,42----,1608,42,,,42,,2006
222679,57066,1910,251,97,8,440000,44----,15734,44,,,44,,2006
222768,7103,454,35,97,8,451000,451///,2479,45,,,45,,2006
222809,11220,307,25,97,8,480000,48----,2777,48,,,48,,2006
222847,0,0,3,97,8,492000,492///,0,49,,,49,,2006
222854,17414,256,37,97,8,510000,51----,4030,51,,,51,,2006
222903,33645,400,64,97,8,520000,52----,8191,52,,,52,,2006
222945,45420,1173,218,97,8,530000,53----,9774,53,,,53,,2006
222980,67145,945,273,97,8,540000,54----,13772,54,,,54,,2006
223048,29618,221,11,97,8,550000,55----,2608,55,,,55,,2006
223054,36634,1176,122,97,8,560000,56----,7903,56,,,56,,2006
223109,11715,387,24,97,8,610000,61----,2730,61,,,61,,2006
223133,35864,718,79,97,8,620000,62----,8269,62,,,62,,2006
223188,42066,2519,40,97,8,710000,71----,15682,71,,,71,,2006
223220,101685,4812,169,97,8,720000,72----,32144,72,,,72,,2006
223249,19049,744,111,97,8,810000,81----,5394,81,,,81,,2006
223314,0,0,3,97,8,990000,99----,0,99,,,,,2006
223315,81295,3339,376,99,8,000000,------,19619,00,,,00,,2006
223316,0,0,3,99,8,110000,11----,0,11,,,11,,2006
223325,0,0,1,99,8,210000,21----,0,21,,,21,,2006
223330,0,0,5,99,8,220000,22----,0,22,,,22,,2006
223341,2461,120,32,99,8,230000,23----,556,23,,,23,,2006
223381,13504,471,18,99,8,310000,31----,3604,31,,,31,,2006
223390,0,0,1,99,8,323000,323///,0,32,,,32,,2006
223402,0,0,1,99,8,332000,332///,0,33,,,33,,2006
223438,4796,179,25,99,8,420000,42----,1105,42,,,42,,2006
223477,15017,767,68,99,8,440000,44----,3462,44,,,44,,2006
223538,0,0,1,99,8,451000,451///,0,45,,,45,,2006
223568,2045,57,17,99,8,480000,48----,465,48,,,48,,2006
223593,0,0,2,99,8,492000,492///,0,49,,,49,,2006
223597,1465,63,9,99,8,510000,51----,301,51,,,51,,2006
223623,8253,239,31,99,8,520000,52----,2162,52,,,52,,2006
223654,917,50,17,99,8,530000,53----,227,53,,,53,,2006
223681,2320,104,30,99,8,540000,54----,517,54,,,54,,2006
223709,1180,59,13,99,8,560000,56----,208,56,,,56,,2006
223727,0,0,1,99,8,610000,61----,0,61,,,61,,2006
223732,20207,707,33,99,8,620000,62----,5113,62,,,62,,2006
223786,165,19,3,99,8,710000,71----,43,71,,,71,,2006
223797,3143,330,34,99,8,720000,72----,651,72,,,72,,2006
223816,2028,95,35,99,8,810000,81----,431,81,,,81,,2006
223852,0,0,1,99,8,990000,99----,0,99,,,,,2006
223853,1292692,45388,3317,101,8,000000,------,305679,00,,,00,,2006
223854,62,7,4,101,8,110000,11----,20,11,,,11,,2006
223862,1411,32,5,101,8,210000,21----,289,21,,,21,,2006
223874,27263,397,12,101,8,220000,22----,6690,22,,,22,,2006
223889,114167,3804,475,101,8,230000,23----,24117,23,,,23,,2006
223959,186327,4101,109,101,8,310000,31----,44327,31,,,31,,2006
223982,3432,84,7,101,8,321000,321///,1520,32,,,32,,2006
224047,0,0,4,101,8,331000,331///,0,33,,,33,,2006
224150,35950,972,95,101,8,420000,42----,9828,42,,,42,,2006
224248,181845,8235,537,101,8,440000,44----,42991,44,,,44,,2006
224350,2998,272,27,101,8,451000,451///,791,45,,,45,,2006
224410,44771,1088,70,101,8,480000,48----,10310,48,,,48,,2006
224456,0,0,6,101,8,492000,492///,0,49,,,49,,2006
224469,32896,883,43,101,8,510000,51----,7944,51,,,51,,2006
224520,55999,1658,251,101,8,520000,52----,14726,52,,,52,,2006
224567,15930,636,162,101,8,530000,53----,3741,53,,,53,,2006
224613,54987,1421,246,101,8,540000,54----,13215,54,,,54,,2006
224676,10721,192,14,101,8,550000,55----,3324,55,,,55,,2006
224682,60876,3124,144,101,8,560000,56----,14644,56,,,56,,2006
224747,7467,366,20,101,8,610000,61----,1510,61,,,61,,2006
224771,363601,10429,408,101,8,620000,62----,85085,62,,,62,,2006
224857,7989,587,53,101,8,710000,71----,1817,71,,,71,,2006
224901,56417,5602,335,101,8,720000,72----,12922,72,,,72,,2006
224930,33963,1852,328,101,8,810000,81----,8174,81,,,81,,2006
225012,50,2,6,101,8,990000,99----,5,99,,,,,2006
225013,74981,1850,244,103,8,000000,------,18617,00,,,00,,2006
225014,29746,453,33,103,8,210000,21----,6687,21,,,21,,2006
225034,2508,41,4,103,8,220000,22----,599,22,,,22,,2006
225044,15968,261,36,103,8,230000,23----,5317,23,,,23,,2006
225085,750,49,9,103,8,310000,31----,218,31,,,31,,2006
225093,0,0,1,103,8,326000,326///,0,32,,,32,,2006
225097,0,0,1,103,8,332000,332///,0,33,,,33,,2006
225113,1573,31,3,103,8,420000,42----,363,42,,,42,,2006
225121,3814,235,39,103,8,440000,44----,891,44,,,44,,2006
225159,96,9,3,103,8,451000,451///,16,45,,,45,,2006
225185,2689,54,12,103,8,480000,48----,544,48,,,48,,2006
225208,0,0,2,103,8,510000,51----,0,51,,,51,,2006
225217,1306,41,9,103,8,520000,52----,324,52,,,52,,2006
225235,290,15,5,103,8,530000,53----,65,53,,,53,,2006
225249,1291,43,19,103,8,540000,54----,269,54,,,54,,2006
225274,768,13,4,103,8,550000,55----,168,55,,,55,,2006
225280,0,0,6,103,8,560000,56----,0,56,,,56,,2006
225297,7822,227,12,103,8,620000,62----,1746,62,,,62,,2006
225324,45,6,3,103,8,710000,71----,8,71,,,71,,2006
225333,2649,240,28,103,8,720000,72----,579,72,,,72,,2006
225358,1497,70,20,103,8,810000,81----,348,81,,,81,,2006
225385,65527,2761,371,105,8,000000,------,15071,00,,,00,,2006
225386,7952,317,12,105,8,110000,11----,1682,11,,,11,,2006
225400,0,0,4,105,8,220000,22----,0,22,,,22,,2006
225408,5445,179,50,105,8,230000,23----,1221,23,,,23,,2006
225453,2732,79,10,105,8,310000,31----,624,31,,,31,,2006
225462,0,0,3,105,8,321000,321///,0,32,,,32,,2006
225477,0,0,1,105,8,332000,332///,0,33,,,33,,2006
225485,8960,290,25,105,8,420000,42----,2217,42,,,42,,2006
225507,9748,479,63,105,8,440000,44----,2377,44,,,44,,2006
225571,0,0,2,105,8,451000,451///,0,45,,,45,,2006
225599,0,0,2,105,8,480000,48----,0,48,,,48,,2006
225608,1702,57,8,105,8,510000,51----,416,51,,,51,,2006
225632,4652,137,25,105,8,520000,52----,1244,52,,,52,,2006
225659,0,0,17,105,8,530000,53----,0,53,,,53,,2006
225681,1873,69,23,105,8,540000,54----,441,54,,,54,,2006
225713,2447,119,10,105,8,560000,56----,553,56,,,56,,2006
225735,8836,429,37,105,8,620000,62----,2208,62,,,62,,2006
225790,1389,74,11,105,8,710000,71----,226,71,,,71,,2006
225801,4047,325,38,105,8,720000,72----,735,72,,,72,,2006
225824,1620,99,35,105,8,810000,81----,403,81,,,81,,2006
225861,0,0,1,105,8,990000,99----,0,99,,,,,2006
225862,638905,18816,1659,107,8,000000,------,156425,00,,,00,,2006
225863,914,30,5,107,8,110000,11----,221,11,,,11,,2006
225878,0,0,12,107,8,210000,21----,0,21,,,21,,2006
225897,0,0,3,107,8,220000,22----,0,22,,,22,,2006
225905,293023,6068,409,107,8,230000,23----,67125,23,,,23,,2006
225972,6369,127,36,107,8,310000,31----,968,31,,,31,,2006
225994,0,0,5,107,8,321000,321///,0,32,,,32,,2006
226029,0,0,4,107,8,332000,332///,0,33,,,33,,2006
226064,9825,247,57,107,8,420000,42----,2401,42,,,42,,2006
226141,43230,1924,224,107,8,440000,44----,10880,44,,,44,,2006
226236,5084,342,26,107,8,451000,451///,1526,45,,,45,,2006
226287,8112,449,43,107,8,480000,48----,2515,48,,,48,,2006
226334,0,0,4,107,8,492000,492///,0,49,,,49,,2006
226345,6182,167,21,107,8,510000,51----,1696,51,,,51,,2006
226386,19179,322,53,107,8,520000,52----,4297,52,,,52,,2006
226423,22665,975,138,107,8,530000,53----,5712,53,,,53,,2006
226471,30243,627,183,107,8,540000,54----,6856,54,,,54,,2006
226533,15228,141,7,107,8,550000,55----,4471,55,,,55,,2006
226539,10927,339,98,107,8,560000,56----,1843,56,,,56,,2006
226590,3540,182,12,107,8,610000,61----,1066,61,,,61,,2006
226608,45895,1063,98,107,8,620000,62----,9906,62,,,62,,2006
226674,3157,183,41,107,8,710000,71----,619,71,,,71,,2006
226710,62995,4898,132,107,8,720000,72----,21350,72,,,72,,2006
226740,8315,383,86,107,8,810000,81----,2151,81,,,81,,2006
226802,0,0,1,107,8,990000,99----,0,99,,,,,2006
226803,20828,947,151,109,8,000000,------,4648,00,,,00,,2006
226804,0,0,1,109,8,110000,11----,0,11,,,11,,2006
226809,0,0,1,109,8,210000,21----,0,21,,,21,,2006
226814,0,0,1,109,8,220000,22----,0,22,,,22,,2006
226819,1610,60,25,109,8,230000,23----,299,23,,,23,,2006
226853,3088,140,10,109,8,310000,31----,760,31,,,31,,2006
226861,0,0,1,109,8,321000,321///,0,32,,,32,,2006
226877,0,0,1,109,8,332000,332///,0,33,,,33,,2006
226892,6349,297,17,109,8,420000,42----,1507,42,,,42,,2006
226925,2636,121,23,109,8,440000,44----,535,44,,,44,,2006
226961,0,0,2,109,8,451000,451///,0,45,,,45,,2006
226981,724,32,12,109,8,480000,48----,115,48,,,48,,2006
226994,0,0,1,109,8,493000,493///,0,49,,,49,,2006
226998,0,0,2,109,8,510000,51----,0,51,,,51,,2006
227007,575,21,3,109,8,520000,52----,166,52,,,52,,2006
227014,200,7,4,109,8,530000,53----,36,53,,,53,,2006
227022,257,13,7,109,8,540000,54----,54,54,,,54,,2006
227041,103,7,4,109,8,560000,56----,13,56,,,56,,2006
227053,0,0,4,109,8,610000,61----,0,61,,,61,,2006
227067,1388,68,7,109,8,620000,62----,397,62,,,62,,2006
227082,356,14,3,109,8,710000,71----,87,71,,,71,,2006
227093,483,55,10,109,8,720000,72----,104,72,,,72,,2006
227108,2232,80,17,109,8,810000,81----,453,81,,,81,,2006
227137,5256,156,72,111,8,000000,------,1000,00,,,00,,2006
227138,0,0,1,111,8,220000,22----,0,22,,,22,,2006
227143,532,13,7,111,8,230000,23----,80,23,,,23,,2006
227166,0,0,3,111,8,310000,31----,0,31,,,31,,2006
227167,0,0,3,111,8,339000,339///,0,33,,,33,,2006
227173,2371,50,18,111,8,440000,44----,477,44,,,44,,2006
227199,0,0,2,111,8,451000,451///,0,45,,,45,,2006
227210,0,0,1,111,8,480000,48----,0,48,,,48,,2006
227215,0,0,1,111,8,510000,51----,0,51,,,51,,2006
227220,0,0,1,111,8,520000,52----,0,52,,,52,,2006
227225,0,0,2,111,8,530000,53----,0,53,,,53,,2006
227234,205,7,5,111,8,540000,54----,34,54,,,54,,2006
227250,0,0,2,111,8,560000,56----,0,56,,,56,,2006
227259,0,0,2,111,8,620000,62----,0,62,,,62,,2006
227268,315,23,3,111,8,710000,71----,92,71,,,71,,2006
227277,0,0,22,111,8,720000,72----,0,72,,,72,,2006
227298,287,8,3,111,8,810000,81----,60,81,,,81,,2006
227310,0,0,1,111,8,990000,99----,0,99,,,,,2006
227311,138646,5015,647,113,8,000000,------,33753,00,,,00,,2006
227312,0,0,1,113,8,110000,11----,0,11,,,11,,2006
227317,1743,28,4,113,8,220000,22----,427,22,,,22,,2006
227327,38276,882,124,113,8,230000,23----,7631,23,,,23,,2006
227378,5458,124,12,113,8,310000,31----,1147,31,,,31,,2006
227390,0,0,1,113,8,323000,323///,0,32,,,32,,2006
227398,0,0,1,113,8,332000,332///,0,33,,,33,,2006
227417,766,17,4,113,8,420000,42----,208,42,,,42,,2006
227433,11485,578,79,113,8,440000,44----,3189,44,,,44,,2006
227496,2641,207,19,113,8,451000,451///,895,45,,,45,,2006
227517,510,35,6,113,8,480000,48----,126,48,,,48,,2006
227533,0,0,1,113,8,493000,493///,0,49,,,49,,2006
227537,2241,105,12,113,8,510000,51----,518,51,,,51,,2006
227565,4456,84,21,113,8,520000,52----,968,52,,,52,,2006
227594,10021,249,94,113,8,530000,53----,1726,53,,,53,,2006
227630,9301,220,84,113,8,540000,54----,1960,54,,,54,,2006
227686,0,0,2,113,8,550000,55----,0,55,,,55,,2006
227691,5037,158,34,113,8,560000,56----,995,56,,,56,,2006
227726,3514,83,10,113,8,610000,61----,678,61,,,61,,2006
227747,3673,110,25,113,8,620000,62----,840,62,,,62,,2006
227782,13747,809,26,113,8,710000,71----,4957,71,,,71,,2006
227811,23059,1297,73,113,8,720000,72----,7125,72,,,72,,2006
227842,4601,216,34,113,8,810000,81----,1149,81,,,81,,2006
227887,0,0,2,113,8,990000,99----,0,99,,,,,2006
227888,8664,428,79,115,8,000000,------,2009,00,,,00,,2006
227889,0,0,1,115,8,110000,11----,0,11,,,11,,2006
227894,0,0,2,115,8,220000,22----,0,22,,,22,,2006
227902,303,16,6,115,8,230000,23----,65,23,,,23,,2006
227922,564,31,3,115,8,310000,31----,127,31,,,31,,2006
227927,0,0,1,115,8,325000,325///,0,32,,,32,,2006
227931,0,0,1,115,8,333000,333///,0,33,,,33,,2006
227935,1267,36,7,115,8,420000,42----,286,42,,,42,,2006
227954,1975,118,13,115,8,440000,44----,493,44,,,44,,2006
227987,0,0,2,115,8,452000,452///,0,45,,,45,,2006
227991,252,5,5,115,8,480000,48----,37,48,,,48,,2006
228001,0,0,2,115,8,510000,51----,0,51,,,51,,2006
228010,809,26,6,115,8,520000,52----,173,52,,,52,,2006
228026,0,0,2,115,8,530000,53----,0,53,,,53,,2006
228034,0,0,4,115,8,540000,54----,0,54,,,54,,2006
228046,124,22,5,115,8,560000,56----,30,56,,,56,,2006
228056,0,0,1,115,8,610000,61----,0,61,,,61,,2006
228061,1734,57,4,115,8,620000,62----,425,62,,,62,,2006
228078,0,0,1,115,8,710000,71----,0,71,,,71,,2006
228083,389,52,8,115,8,720000,72----,82,72,,,72,,2006
228099,157,19,9,115,8,810000,81----,47,81,,,81,,2006
228121,519997,22946,2064,117,8,000000,------,150720,00,,,00,,2006
228122,0,0,1,117,8,110000,11----,0,11,,,11,,2006
228127,0,0,1,117,8,210000,21----,0,21,,,21,,2006
228132,0,0,3,117,8,220000,22----,0,22,,,22,,2006
228140,83574,1552,397,117,8,230000,23----,16368,23,,,23,,2006
228211,7099,131,25,117,8,310000,31----,1220,31,,,31,,2006
228227,0,0,2,117,8,321000,321///,0,32,,,32,,2006
228249,0,0,3,117,8,337000,337///,0,33,,,33,,2006
228265,5011,125,34,117,8,420000,42----,1247,42,,,42,,2006
228315,71072,3370,369,117,8,440000,44----,18794,44,,,44,,2006
228408,8690,756,69,117,8,451000,451///,3048,45,,,45,,2006
228456,5769,168,22,117,8,480000,48----,1317,48,,,48,,2006
228476,4568,113,5,117,8,492000,492///,1086,49,,,49,,2006
228489,5440,173,25,117,8,510000,51----,1337,51,,,51,,2006
228529,15009,281,76,117,8,520000,52----,3472,52,,,52,,2006
228570,51173,1665,265,117,8,530000,53----,12116,53,,,53,,2006
228609,36013,711,230,117,8,540000,54----,7177,54,,,54,,2006
228676,0,0,5,117,8,550000,55----,0,55,,,55,,2006
228682,24022,759,123,117,8,560000,56----,5300,56,,,56,,2006
228739,1278,90,13,117,8,610000,61----,370,61,,,61,,2006
228757,26466,821,77,117,8,620000,62----,6677,62,,,62,,2006
228803,65724,5327,54,117,8,710000,71----,36002,71,,,71,,2006
228840,103633,7204,214,117,8,720000,72----,34677,72,,,72,,2006
228870,11008,460,125,117,8,810000,81----,2866,81,,,81,,2006
228932,236,3,5,117,8,990000,99----,41,99,,,,,2006
228933,159591,5609,778,119,8,000000,------,37649,00,,,00,,2006
228934,0,0,1,119,8,110000,11----,0,11,,,11,,2006
228939,0,0,5,119,8,210000,21----,0,21,,,21,,2006
228948,0,0,7,119,8,220000,22----,0,22,,,22,,2006
228959,9735,416,159,119,8,230000,23----,2161,23,,,23,,2006
229022,0,0,20,119,8,310000,31----,0,31,,,31,,2006
229027,0,0,1,119,8,321000,321///,0,32,,,32,,2006
229049,0,0,1,119,8,331000,331///,0,33,,,33,,2006
229083,1548,47,15,119,8,420000,42----,419,42,,,42,,2006
229113,13224,600,78,119,8,440000,44----,3242,44,,,44,,2006
229179,0,0,3,119,8,451000,451///,0,45,,,45,,2006
229212,1287,68,12,119,8,480000,48----,260,48,,,48,,2006
229243,2419,55,17,119,8,510000,51----,590,51,,,51,,2006
229277,6222,163,39,119,8,520000,52----,1424,52,,,52,,2006
229316,3339,163,59,119,8,530000,53----,795,53,,,53,,2006
229347,30607,492,97,119,8,540000,54----,7696,54,,,54,,2006
229400,0,0,1,119,8,550000,55----,0,55,,,55,,2006
229405,2125,106,30,119,8,560000,56----,458,56,,,56,,2006
229438,0,0,6,119,8,610000,61----,0,61,,,61,,2006
229457,7521,304,61,119,8,620000,62----,1770,62,,,62,,2006
229504,18933,763,22,119,8,710000,71----,4591,71,,,71,,2006
229532,31994,1625,73,119,8,720000,72----,7284,72,,,72,,2006
229563,5084,313,75,119,8,810000,81----,1196,81,,,81,,2006
229625,0,0,1,119,8,990000,99----,0,99,,,,,2006
229626,13297,584,113,121,8,000000,------,3242,00,,,00,,2006
229627,0,0,2,121,8,110000,11----,0,11,,,11,,2006
229632,86,2,3,121,8,210000,21----,8,21,,,21,,2006
229641,0,0,1,121,8,220000,22----,0,22,,,22,,2006
229646,833,35,11,121,8,230000,23----,181,23,,,23,,2006
229668,0,0,6,121,8,310000,31----,0,31,,,31,,2006
229676,0,0,1,121,8,321000,321///,0,32,,,32,,2006
229688,0,0,1,121,8,337000,337///,0,33,,,33,,2006
229692,1767,56,6,121,8,420000,42----,453,42,,,42,,2006
229704,1358,96,19,121,8,440000,44----,417,44,,,44,,2006
229742,0,0,1,121,8,452000,452///,0,45,,,45,,2006
229754,467,20,10,121,8,480000,48----,114,48,,,48,,2006
229774,0,0,1,121,8,510000,51----,0,51,,,51,,2006
229779,832,37,7,121,8,520000,52----,207,52,,,52,,2006
229797,0,0,2,121,8,530000,53----,0,53,,,53,,2006
229805,718,31,9,121,8,540000,54----,138,54,,,54,,2006
229826,0,0,2,121,8,560000,56----,0,56,,,56,,2006
229835,0,0,1,121,8,610000,61----,0,61,,,61,,2006
229840,553,34,8,121,8,620000,62----,129,62,,,62,,2006
229862,0,0,2,121,8,710000,71----,0,71,,,71,,2006
229871,376,49,6,121,8,720000,72----,84,72,,,72,,2006
229886,358,36,13,121,8,810000,81----,99,81,,,81,,2006
229907,33,5,4,121,8,990000,99----,14,99,,,,,2006
229908,2168417,62578,4963,123,8,000000,------,513536,00,,,00,,2006
229909,2788,80,23,123,8,110000,11----,649,11,,,11,,2006
229920,75966,1201,82,123,8,210000,21----,17521,21,,,21,,2006
