,ap,emp,est,fipscty,fipstate,ind_code,naics,qp1,s_NAICS,s_SIC,s_n02,s_n07,sic,year
207675,3467,97,16,49,8,310000,31----,561,31,,,31,,2006
207684,0,0,3,49,8,321000,321///,0,32,,,32,,2006
207704,0,0,1,49,8,333000,333///,0,33,,,33,,2006
207724,1031,37,13,49,8,420000,42----,217,42,,,42,,2006
207757,19162,864,126,49,8,440000,44----,5048,44,,,44,,2006
207839,0,0,13,49,8,451000,451///,0,45,,,45,,2006
207878,2155,146,17,49,8,480000,48----,708,48,,,48,,2006
207908,0,0,2,49,8,492000,492///,0,49,,,49,,2006
207912,1225,34,5,49,8,510000,51----,312,51,,,51,,2006
207932,5005,127,34,49,8,520000,52----,1146,52,,,52,,2006
207960,11453,451,93,49,8,530000,53----,2796,53,,,53,,2006
207995,13685,352,87,49,8,540000,54----,2863,54,,,54,,2006
208053,0,0,1,49,8,550000,55----,0,55,,,55,,2006
208058,5410,242,45,49,8,560000,56----,1259,56,,,56,,2006
208089,0,0,7,49,8,610000,61----,0,61,,,61,,2006
208104,7213,193,32,49,8,620000,62----,1656,62,,,62,,2006
208149,0,0,28,49,8,710000,71----,0,71,,,71,,2006
208174,24243,1453,129,49,8,720000,72----,5726,72,,,72,,2006
208200,3685,160,55,49,8,810000,81----,825,81,,,81,,2006
208258,0,0,1,49,8,990000,99----,0,99,,,,,2006
208259,178586,6562,1054,51,8,000000,------,42707,00,,,00,,2006
208260,82,3,5,51,8,110000,11----,10,11,,,11,,2006
208276,0,0,4,51,8,210000,21----,0,21,,,21,,2006
208287,0,0,4,51,8,220000,22----,0,22,,,22,,2006
208298,26973,784,243,51,8,230000,23----,5217,23,,,23,,2006
208357,2314,111,31,51,8,310000,31----,539,31,,,31,,2006
208385,0,0,3,51,8,321000,321///,0,32,,,32,,2006
208407,0,0,1,51,8,332000,332///,0,33,,,33,,2006
208421,661,19,13,51,8,420000,42----,89,42,,,42,,2006
208456,22453,1140,157,51,8,440000,44----,5643,44,,,44,,2006
208542,2474,213,26,51,8,451000,451///,789,45,,,45,,2006
208585,2340,131,19,51,8,480000,48----,653,48,,,48,,2006
208611,0,0,3,51,8,492000,492///,0,49,,,49,,2006
208618,1689,56,14,51,8,510000,51----,397,51,,,51,,2006
208655,8381,205,35,51,8,520000,52----,1826,52,,,52,,2006
208689,6224,206,90,51,8,530000,53----,1241,53,,,53,,2006
208721,7793,261,110,51,8,540000,54----,1632,54,,,54,,2006
208784,0,0,3,51,8,550000,55----,0,55,,,55,,2006
208789,2776,95,38,51,8,560000,56----,413,56,,,56,,2006
208819,1174,54,6,51,8,610000,61----,339,61,,,61,,2006
208829,13549,473,53,51,8,620000,62----,3340,62,,,62,,2006
208870,4585,204,31,51,8,710000,71----,1054,71,,,71,,2006
208901,19628,1764,121,51,8,720000,72----,4787,72,,,72,,2006
208934,5015,260,74,51,8,810000,81----,1168,81,,,81,,2006
208995,51,1,3,51,8,990000,99----,2,99,,,,,2006
208996,3981,157,68,53,8,000000,------,767,00,,,00,,2006
208997,1002,27,9,53,8,230000,23----,185,23,,,23,,2006
209012,0,0,1,53,8,310000,31----,0,31,,,31,,2006
209013,0,0,1,53,8,337000,337///,0,33,,,33,,2006
209017,0,0,1,53,8,420000,42----,0,42,,,42,,2006
209022,573,23,12,53,8,440000,44----,115,44,,,44,,2006
209039,0,0,2,53,8,451000,451///,0,45,,,45,,2006
209059,0,0,1,53,8,480000,48----,0,48,,,48,,2006
209064,0,0,2,53,8,510000,51----,0,51,,,51,,2006
209073,0,0,2,53,8,520000,52----,0,52,,,52,,2006
209082,192,7,6,53,8,530000,53----,46,53,,,53,,2006
209094,0,0,4,53,8,540000,54----,0,54,,,54,,2006
209108,0,0,2,53,8,560000,56----,0,56,,,56,,2006
209116,0,0,1,53,8,620000,62----,0,62,,,62,,2006
209121,25,2,3,53,8,710000,71----,4,71,,,71,,2006
209132,1176,58,19,53,8,720000,72----,203,72,,,72,,2006
209154,0,0,5,53,8,810000,81----,0,81,,,81,,2006
209170,34274,1410,181,55,8,000000,------,7848,00,,,00,,2006
209171,0,0,2,55,8,210000,21----,0,21,,,21,,2006
209180,0,0,2,55,8,220000,22----,0,22,,,22,,2006
209185,2712,86,30,55,8,230000,23----,494,23,,,23,,2006
209224,1780,62,6,55,8,310000,31----,304,31,,,31,,2006
209233,0,0,1,55,8,321000,321///,0,32,,,32,,2006
209241,0,0,1,55,8,337000,337///,0,33,,,33,,2006
209249,278,21,5,55,8,420000,42----,54,42,,,42,,2006
209268,3971,203,28,55,8,440000,44----,960,44,,,44,,2006
209303,0,0,4,55,8,452000,452///,0,45,,,45,,2006
209318,0,0,3,55,8,480000,48----,0,48,,,48,,2006
209330,316,12,3,55,8,510000,51----,71,51,,,51,,2006
209341,852,30,9,55,8,520000,52----,202,52,,,52,,2006
209359,366,21,11,55,8,530000,53----,83,53,,,53,,2006
209379,834,29,13,55,8,540000,54----,174,54,,,54,,2006
209402,0,0,3,55,8,560000,56----,0,56,,,56,,2006
209410,11381,438,17,55,8,620000,62----,2794,62,,,62,,2006
209451,0,0,4,55,8,710000,71----,0,71,,,71,,2006
209462,2526,187,31,55,8,720000,72----,474,72,,,72,,2006
209486,688,55,14,55,8,810000,81----,199,81,,,81,,2006
209511,5630,244,60,57,8,000000,------,1279,00,,,00,,2006
209512,393,11,4,57,8,110000,11----,93,11,,,11,,2006
209517,0,0,1,57,8,220000,22----,0,22,,,22,,2006
209522,467,14,5,57,8,230000,23----,99,23,,,23,,2006
209535,0,0,1,57,8,310000,31----,0,31,,,31,,2006
209536,0,0,1,57,8,325000,325///,0,32,,,32,,2006
209540,0,0,2,57,8,420000,42----,0,42,,,42,,2006
209548,1364,84,11,57,8,440000,44----,370,44,,,44,,2006
209573,284,15,9,57,8,480000,48----,86,48,,,48,,2006
209585,0,0,1,57,8,510000,51----,0,51,,,51,,2006
209590,0,0,2,57,8,530000,53----,0,53,,,53,,2006
209599,110,7,3,57,8,540000,54----,18,54,,,54,,2006
209610,0,0,2,57,8,560000,56----,0,56,,,56,,2006
209618,183,10,4,57,8,620000,62----,43,62,,,62,,2006
209630,0,0,4,57,8,710000,71----,0,71,,,71,,2006
209641,0,0,10,57,8,720000,72----,0,72,,,72,,2006
209654,0,0,1,57,8,810000,81----,0,81,,,81,,2006
209659,7167490,182550,16380,59,8,000000,------,1763093,00,,,00,,2006
209660,915,46,12,59,8,110000,11----,206,11,,,11,,2006
209675,45196,633,88,59,8,210000,21----,9591,21,,,21,,2006
209704,99310,1231,36,59,8,220000,22----,30559,22,,,22,,2006
209721,734314,17516,2288,59,8,230000,23----,166389,23,,,23,,2006
209794,1090724,19134,490,59,8,310000,31----,281138,31,,,31,,2006
209861,0,0,7,59,8,321000,321///,0,32,,,32,,2006
209961,6194,211,4,59,8,331000,331///,1719,33,,,33,,2006
210150,278813,5219,718,59,8,420000,42----,69014,42,,,42,,2006
210299,680901,26776,1850,59,8,440000,44----,165356,44,,,44,,2006
210409,27365,1634,145,59,8,451000,451///,6413,45,,,45,,2006
210473,103807,2425,238,59,8,480000,48----,27024,48,,,48,,2006
210550,10050,384,23,59,8,492000,492///,2498,49,,,49,,2006
210563,256771,3845,291,59,8,510000,51----,68887,51,,,51,,2006
210644,409319,8159,1255,59,8,520000,52----,111135,52,,,52,,2006
210713,101544,3217,926,59,8,530000,53----,23594,53,,,53,,2006
210768,1025900,16109,2911,59,8,540000,54----,234549,54,,,54,,2006
210859,368529,5422,93,59,8,550000,55----,97966,55,,,55,,2006
210866,590849,19289,907,59,8,560000,56----,155952,56,,,56,,2006
210948,89894,2825,217,59,8,610000,61----,20293,61,,,61,,2006
210981,755412,19646,1354,59,8,620000,62----,174211,62,,,62,,2006
211073,42971,2327,211,59,8,710000,71----,9995,71,,,71,,2006
211130,273973,19646,1035,59,8,720000,72----,64655,72,,,72,,2006
211166,215910,9025,1404,59,8,810000,81----,52233,81,,,81,,2006
211256,2438,60,56,59,8,990000,99----,346,99,,,,,2006
211257,5266,212,36,61,8,000000,------,1279,00,,,00,,2006
211258,0,0,1,61,8,110000,11----,0,11,,,11,,2006
211263,0,0,1,61,8,210000,21----,0,21,,,21,,2006
211268,0,0,2,61,8,220000,22----,0,22,,,22,,2006
211276,0,0,2,61,8,230000,23----,0,23,,,23,,2006
211285,0,0,1,61,8,310000,31----,0,31,,,31,,2006
211290,430,19,7,61,8,420000,42----,123,42,,,42,,2006
211301,0,0,6,61,8,440000,44----,0,44,,,44,,2006
211320,0,0,2,61,8,480000,48----,0,48,,,48,,2006
211328,0,0,1,61,8,520000,52----,0,52,,,52,,2006
211333,0,0,2,61,8,540000,54----,0,54,,,54,,2006
211341,0,0,3,61,8,620000,62----,0,62,,,62,,2006
211350,0,0,3,61,8,720000,72----,0,72,,,72,,2006
211359,90,5,5,61,8,810000,81----,19,81,,,81,,2006
211378,45967,1849,258,63,8,000000,------,10788,00,,,00,,2006
211379,630,27,5,63,8,110000,11----,130,11,,,11,,2006
211384,0,0,1,63,8,210000,21----,0,21,,,21,,2006
211389,0,0,2,63,8,220000,22----,0,22,,,22,,2006
211397,3458,99,24,63,8,230000,23----,655,23,,,23,,2006
211429,0,0,6,63,8,310000,31----,0,31,,,31,,2006
211437,0,0,1,63,8,325000,325///,0,32,,,32,,2006
211441,0,0,1,63,8,332000,332///,0,33,,,33,,2006
211449,6112,204,19,63,8,420000,42----,1570,42,,,42,,2006
211472,6389,364,49,63,8,440000,44----,1545,44,,,44,,2006
211532,0,0,2,63,8,452000,452///,0,45,,,45,,2006
211546,1405,40,12,63,8,480000,48----,329,48,,,48,,2006
211565,0,0,1,63,8,492000,492///,0,49,,,49,,2006
211569,802,42,5,63,8,510000,51----,188,51,,,51,,2006
211584,3780,119,21,63,8,520000,52----,990,52,,,52,,2006
211607,819,13,7,63,8,530000,53----,110,53,,,53,,2006
211621,0,0,17,63,8,540000,54----,0,54,,,54,,2006
211647,0,0,1,63,8,550000,55----,0,55,,,55,,2006
211652,7091,220,8,63,8,560000,56----,1622,56,,,56,,2006
211673,7460,288,21,63,8,620000,62----,1740,62,,,62,,2006
211713,106,4,5,63,8,710000,71----,17,71,,,71,,2006
211724,2169,206,20,63,8,720000,72----,539,72,,,72,,2006
211739,1940,97,33,63,8,810000,81----,450,81,,,81,,2006
211774,0,0,2,63,8,990000,99----,0,99,,,,,2006
211775,27810,1377,212,65,8,000000,------,6419,00,,,00,,2006
211776,0,0,1,65,8,210000,21----,0,21,,,21,,2006
211781,0,0,1,65,8,220000,22----,0,22,,,22,,2006
211786,4750,143,49,65,8,230000,23----,880,23,,,23,,2006
211831,0,0,4,65,8,310000,31----,0,31,,,31,,2006
211836,0,0,1,65,8,321000,321///,0,32,,,32,,2006
211840,0,0,2,65,8,337000,337///,0,33,,,33,,2006
211844,0,0,3,65,8,420000,42----,0,42,,,42,,2006
211856,3888,168,27,65,8,440000,44----,856,44,,,44,,2006
211882,190,16,6,65,8,451000,451///,49,45,,,45,,2006
211900,444,18,6,65,8,480000,48----,75,48,,,48,,2006
211920,185,9,3,65,8,510000,51----,48,51,,,51,,2006
211933,1467,101,8,65,8,520000,52----,366,52,,,52,,2006
211953,871,43,14,65,8,530000,53----,162,53,,,53,,2006
211979,912,47,13,65,8,540000,54----,202,54,,,54,,2006
212001,973,77,6,65,8,560000,56----,253,56,,,56,,2006
212008,0,0,1,65,8,610000,61----,0,61,,,61,,2006
212013,7812,249,19,65,8,620000,62----,1793,62,,,62,,2006
212052,1394,167,9,65,8,710000,71----,577,71,,,71,,2006
212073,2796,260,34,65,8,720000,72----,673,72,,,72,,2006
212098,617,42,14,65,8,810000,81----,156,81,,,81,,2006
212121,635254,19783,2426,67,8,000000,------,147494,00,,,00,,2006
212122,0,0,7,67,8,110000,11----,0,11,,,11,,2006
212134,37069,522,30,67,8,210000,21----,8197,21,,,21,,2006
212158,9417,132,10,67,8,220000,22----,2348,22,,,22,,2006
212171,85183,2416,439,67,8,230000,23----,18652,23,,,23,,2006
212240,18797,560,65,67,8,310000,31----,4592,31,,,31,,2006
212275,0,0,5,67,8,321000,321///,0,32,,,32,,2006
212310,2693,69,9,67,8,332000,332///,662,33,,,33,,2006
212368,43793,818,75,67,8,420000,42----,11198,42,,,42,,2006
212457,81049,3275,323,67,8,440000,44----,19631,44,,,44,,2006
212557,3812,261,34,67,8,451000,451///,862,45,,,45,,2006
212613,14882,415,47,67,8,480000,48----,4149,48,,,48,,2006
212670,3952,103,3,67,8,492000,492///,896,49,,,49,,2006
212678,12984,380,45,67,8,510000,51----,3044,51,,,51,,2006
212726,36120,787,111,67,8,520000,52----,9113,52,,,52,,2006
212777,18709,534,170,67,8,530000,53----,4085,53,,,53,,2006
212820,50557,1146,318,67,8,540000,54----,10436,54,,,54,,2006
212894,0,0,1,67,8,550000,55----,0,55,,,55,,2006
212899,27657,812,127,67,8,560000,56----,5452,56,,,56,,2006
212968,0,0,24,67,8,610000,61----,0,61,,,61,,2006
212990,96503,2559,211,67,8,620000,62----,21994,62,,,62,,2006
213061,5794,233,54,67,8,710000,71----,1123,71,,,71,,2006
213096,63649,4221,197,67,8,720000,72----,14937,72,,,72,,2006
213126,15475,727,164,67,8,810000,81----,3589,81,,,81,,2006
213203,0,0,8,67,8,990000,99----,0,99,,,,,2006
213204,3762446,108282,9349,69,8,000000,------,910493,00,,,00,,2006
213205,1162,55,18,69,8,110000,11----,258,11,,,11,,2006
213225,11291,223,30,69,8,210000,21----,2169,21,,,21,,2006
213245,11930,194,11,69,8,220000,22----,2895,22,,,22,,2006
213257,359100,9251,1243,69,8,230000,23----,81847,23,,,23,,2006
213330,657064,11509,410,69,8,310000,31----,164098,31,,,31,,2006
213399,22575,633,35,69,8,321000,321///,5164,32,,,32,,2006
213487,0,0,5,69,8,331000,331///,0,33,,,33,,2006
213653,393400,6076,370,69,8,420000,42----,102370,42,,,42,,2006
213798,384096,16891,1275,69,8,440000,44----,92665,44,,,44,,2006
213905,16964,1129,120,69,8,451000,451///,4109,45,,,45,,2006
213967,85531,2358,177,69,8,480000,48----,20147,48,,,48,,2006
214023,0,0,15,69,8,492000,492///,0,49,,,49,,2006
214036,109788,2734,156,69,8,510000,51----,28044,51,,,51,,2006
214101,160485,3601,578,69,8,520000,52----,42103,52,,,52,,2006
214160,63191,2085,542,69,8,530000,53----,14386,53,,,53,,2006
214215,466225,10388,1270,69,8,540000,54----,116200,54,,,54,,2006
214302,34772,954,34,69,8,550000,55----,8636,55,,,55,,2006
214309,199832,6915,537,69,8,560000,56----,45779,56,,,56,,2006
214391,34853,1663,104,69,8,610000,61----,8864,61,,,61,,2006
214426,482259,13112,868,69,8,620000,62----,110322,62,,,62,,2006
214513,28538,1673,152,69,8,710000,71----,6382,71,,,71,,2006
214561,177178,13945,784,69,8,720000,72----,39115,72,,,72,,2006
214595,101237,4623,775,69,8,810000,81----,24142,81,,,81,,2006
214687,514,32,15,69,8,990000,99----,71,99,,,,,2006
214688,99080,4310,425,71,8,000000,------,22511,00,,,00,,2006
214689,0,0,2,71,8,110000,11----,0,11,,,11,,2006
214694,4947,91,11,71,8,210000,21----,800,21,,,21,,2006
214708,0,0,3,71,8,220000,22----,0,22,,,22,,2006
214716,19841,539,48,71,8,230000,23----,4264,23,,,23,,2006
214752,3387,95,7,71,8,310000,31----,752,31,,,31,,2006
214753,0,0,2,71,8,327000,327///,0,32,,,32,,2006
214757,0,0,3,71,8,332000,332///,0,33,,,33,,2006
214772,4296,194,18,71,8,420000,42----,1060,42,,,42,,2006
214812,15073,717,62,71,8,440000,44----,3660,44,,,44,,2006
214882,0,0,2,71,8,451000,451///,0,45,,,45,,2006
214917,7901,155,16,71,8,480000,48----,1846,48,,,48,,2006
214934,0,0,2,71,8,492000,492///,0,49,,,49,,2006
214938,1146,49,8,71,8,510000,51----,276,51,,,51,,2006
214961,5656,183,22,71,8,520000,52----,1330,52,,,52,,2006
214994,1776,90,23,71,8,530000,53----,432,53,,,53,,2006
215019,2736,144,31,71,8,540000,54----,690,54,,,54,,2006
215056,2333,169,18,71,8,560000,56----,488,56,,,56,,2006
215086,0,0,3,71,8,610000,61----,0,61,,,61,,2006
215094,13735,602,48,71,8,620000,62----,3187,62,,,62,,2006
215147,527,30,9,71,8,710000,71----,117,71,,,71,,2006
215164,6368,611,48,71,8,720000,72----,1402,72,,,72,,2006
215186,8015,583,48,71,8,810000,81----,1856,81,,,81,,2006
215237,30671,1248,146,73,8,000000,------,7321,00,,,00,,2006
215238,0,0,4,73,8,110000,11----,0,11,,,11,,2006
215244,4247,85,4,73,8,220000,22----,1003,22,,,22,,2006
215254,1348,49,12,73,8,230000,23----,332,23,,,23,,2006
215282,0,0,3,73,8,310000,31----,0,31,,,31,,2006
215287,0,0,1,73,8,323000,323///,0,32,,,32,,2006
215295,309,11,5,73,8,420000,42----,64,42,,,42,,2006
215307,6523,346,34,73,8,440000,44----,1518,44,,,44,,2006
215348,0,0,1,73,8,451000,451///,0,45,,,45,,2006
215373,799,29,10,73,8,480000,48----,225,48,,,48,,2006
215390,0,0,1,73,8,492000,492///,0,49,,,49,,2006
215394,0,0,2,73,8,510000,51----,0,51,,,51,,2006
215403,2091,61,11,73,8,520000,52----,559,52,,,52,,2006
215422,238,14,5,73,8,530000,53----,54,53,,,53,,2006
215439,534,29,11,73,8,540000,54----,127,54,,,54,,2006
215462,0,0,1,73,8,550000,55----,0,55,,,55,,2006
215467,0,0,2,73,8,560000,56----,0,56,,,56,,2006
215475,3414,134,8,73,8,620000,62----,881,62,,,62,,2006
215495,2457,214,17,73,8,720000,72----,523,72,,,72,,2006
215507,967,69,17,73,8,810000,81----,239,81,,,81,,2006
215533,140420,5782,635,75,8,000000,------,33028,00,,,00,,2006
215534,0,0,5,75,8,110000,11----,0,11,,,11,,2006
215543,8028,143,20,75,8,210000,21----,1714,21,,,21,,2006
215557,1565,26,3,75,8,220000,22----,406,22,,,22,,2006
215564,7549,261,57,75,8,230000,23----,1630,23,,,23,,2006
215618,11282,373,22,75,8,310000,31----,2728,31,,,31,,2006
215624,0,0,2,75,8,321000,321///,0,32,,,32,,2006
215651,1936,60,4,75,8,332000,332///,479,33,,,33,,2006
215678,7431,287,27,75,8,420000,42----,1861,42,,,42,,2006
215720,25227,1185,111,75,8,440000,44----,6031,44,,,44,,2006
215804,390,24,5,75,8,451000,451///,99,45,,,45,,2006
215850,5564,168,38,75,8,480000,48----,1256,48,,,48,,2006
215873,1931,50,3,75,8,492000,492///,457,49,,,49,,2006
215886,1967,71,8,75,8,510000,51----,462,51,,,51,,2006
215902,9089,222,46,75,8,520000,52----,2168,52,,,52,,2006
215938,1482,53,20,75,8,530000,53----,307,53,,,53,,2006
215964,10019,418,46,75,8,540000,54----,2394,54,,,54,,2006
216007,0,0,2,75,8,550000,55----,0,55,,,55,,2006
216012,1911,99,22,75,8,560000,56----,456,56,,,56,,2006
216043,31390,1155,70,75,8,620000,62----,7255,62,,,62,,2006
216109,0,0,10,75,8,710000,71----,0,71,,,71,,2006
216126,6528,745,49,75,8,720000,72----,1687,72,,,72,,2006
216146,7640,396,76,75,8,810000,81----,1847,81,,,81,,2006
216202,45,14,3,75,8,990000,99----,13,99,,,,,2006
216203,1570225,50397,4737,77,8,000000,------,363830,00,,,00,,2006
216204,271,12,10,77,8,110000,11----,39,11,,,11,,2006
216216,47137,764,78,77,8,210000,21----,9267,21,,,21,,2006
216241,13465,215,11,77,8,220000,22----,3591,22,,,22,,2006
216255,207586,5088,747,77,8,230000,23----,45109,23,,,23,,2006
216328,106716,2876,174,77,8,310000,31----,26992,31,,,31,,2006
216381,3106,114,10,77,8,321000,321///,762,32,,,32,,2006
216442,0,0,2,77,8,331000,331///,0,33,,,33,,2006
216554,94753,2323,246,77,8,420000,42----,23076,42,,,42,,2006
216693,211613,8461,672,77,8,440000,44----,50953,44,,,44,,2006
216799,9882,614,49,77,8,451000,451///,2591,45,,,45,,2006
216859,73203,2040,214,77,8,480000,48----,16626,48,,,48,,2006
216928,8301,271,21,77,8,492000,492///,2004,49,,,49,,2006
216941,34229,901,77,77,8,510000,51----,8688,51,,,51,,2006
216992,78369,1721,267,77,8,520000,52----,19329,52,,,52,,2006
217052,31949,1044,294,77,8,530000,53----,6745,53,,,53,,2006
217101,135675,3329,508,77,8,540000,54----,29532,54,,,54,,2006
217174,6540,190,15,77,8,550000,55----,1296,55,,,55,,2006
217180,80168,3555,207,77,8,560000,56----,18391,56,,,56,,2006
217256,5837,330,46,77,8,610000,61----,1461,61,,,61,,2006
217285,308260,8240,417,77,8,620000,62----,71847,62,,,62,,2006
217368,10514,866,66,77,8,710000,71----,2265,71,,,71,,2006
217407,74660,6140,288,77,8,720000,72----,16938,72,,,72,,2006
217440,49095,2270,391,77,8,810000,81----,11660,81,,,81,,2006
217527,185,32,9,77,8,990000,99----,25,99,,,,,2006
217528,4508,200,57,79,8,000000,------,782,00,,,00,,2006
217529,0,0,9,79,8,230000,23----,0,23,,,23,,2006
217545,0,0,1,79,8,310000,31----,0,31,,,31,,2006
217546,0,0,1,79,8,321000,321///,0,32,,,32,,2006
217550,666,57,11,79,8,440000,44----,127,44,,,44,,2006
217562,0,0,3,79,8,451000,451///,0,45,,,45,,2006
217577,0,0,1,79,8,520000,52----,0,52,,,52,,2006
217582,142,7,4,79,8,530000,53----,21,53,,,53,,2006
217591,0,0,3,79,8,540000,54----,0,54,,,54,,2006
217602,0,0,2,79,8,620000,62----,0,62,,,62,,2006
217611,0,0,7,79,8,710000,71----,0,71,,,71,,2006
217626,0,0,14,79,8,720000,72----,0,72,,,72,,2006
217644,0,0,5,79,8,810000,81----,0,81,,,81,,2006
217658,130982,3850,454,81,8,000000,------,30302,00,,,00,,2006
217659,0,0,3,81,8,110000,11----,0,11,,,11,,2006
217668,0,0,12,81,8,210000,21----,0,21,,,21,,2006
217681,0,0,4,81,8,220000,22----,0,22,,,22,,2006
217691,5964,170,50,81,8,230000,23----,1113,23,,,23,,2006
217738,3461,87,17,81,8,310000,31----,731,31,,,31,,2006
217755,0,0,2,81,8,321000,321///,0,32,,,32,,2006
217770,0,0,2,81,8,332000,332///,0,33,,,33,,2006
217782,6732,166,35,81,8,420000,42----,1497,42,,,42,,2006
217835,17136,676,72,81,8,440000,44----,3960,44,,,44,,2006
217898,254,12,6,81,8,451000,451///,61,45,,,45,,2006
217938,4441,109,24,81,8,480000,48----,1045,48,,,48,,2006
217959,0,0,1,81,8,492000,492///,0,49,,,49,,2006
217967,1949,56,9,81,8,510000,51----,380,51,,,51,,2006
217993,3267,74,17,81,8,520000,52----,935,52,,,52,,2006
218017,0,0,17,81,8,530000,53----,0,53,,,53,,2006
218040,2819,116,32,81,8,540000,54----,671,54,,,54,,2006
218078,0,0,2,81,8,550000,55----,0,55,,,55,,2006
218083,2460,142,16,81,8,560000,56----,573,56,,,56,,2006
218115,0,0,3,81,8,610000,61----,0,61,,,61,,2006
218126,14021,531,45,81,8,620000,62----,3478,62,,,62,,2006
218175,0,0,14,81,8,710000,71----,0,71,,,71,,2006
218190,7134,652,38,81,8,720000,72----,1599,72,,,72,,2006
218214,4277,199,43,81,8,810000,81----,975,81,,,81,,2006
218267,0,0,1,81,8,990000,99----,0,99,,,,,2006
218268,176320,6927,832,83,8,000000,------,40660,00,,,00,,2006
218269,341,16,10,83,8,110000,11----,67,11,,,11,,2006
218284,0,0,12,83,8,210000,21----,0,21,,,21,,2006
218303,4911,107,9,83,8,220000,22----,1048,22,,,22,,2006
218316,34970,1027,136,83,8,230000,23----,8457,23,,,23,,2006
218380,10040,395,43,83,8,310000,31----,2441,31,,,31,,2006
218405,5572,212,7,83,8,321000,321///,1484,32,,,32,,2006
218438,0,0,4,83,8,332000,332///,0,33,,,33,,2006
218477,5159,166,24,83,8,420000,42----,1325,42,,,42,,2006
218525,31434,1407,125,83,8,440000,44----,7428,44,,,44,,2006
218599,486,17,10,83,8,451000,451///,73,45,,,45,,2006
218647,4740,120,23,83,8,480000,48----,976,48,,,48,,2006
218681,0,0,1,83,8,492000,492///,0,49,,,49,,2006
218685,2920,102,12,83,8,510000,51----,724,51,,,51,,2006
218714,6823,218,36,83,8,520000,52----,1660,52,,,52,,2006
218748,3507,131,37,83,8,530000,53----,771,53,,,53,,2006
218780,8163,272,69,83,8,540000,54----,1757,54,,,54,,2006
218820,0,0,2,83,8,550000,55----,0,55,,,55,,2006
218826,1632,71,26,83,8,560000,56----,308,56,,,56,,2006
218865,0,0,5,83,8,610000,61----,0,61,,,61,,2006
218881,30187,1128,88,83,8,620000,62----,7257,62,,,62,,2006
218950,0,0,8,83,8,710000,71----,0,71,,,71,,2006
218972,12582,890,84,83,8,720000,72----,2155,72,,,72,,2006
218997,4514,235,81,83,8,810000,81----,1010,81,,,81,,2006
219061,0,0,2,83,8,990000,99----,0,99,,,,,2006
219062,348607,12307,1395,85,8,000000,------,82540,00,,,00,,2006
219063,547,6,4,85,8,110000,11----,55,11,,,11,,2006
219076,6175,209,11,85,8,210000,21----,2165,21,,,21,,2006
219096,16643,293,13,85,8,220000,22----,4241,22,,,22,,2006
219109,54156,1599,295,85,8,230000,23----,11659,23,,,23,,2006
219175,38840,1496,68,85,8,310000,31----,9303,31,,,31,,2006
219205,5926,177,8,85,8,321000,321///,1471,32,,,32,,2006
219246,1132,38,8,85,8,332000,332///,297,33,,,33,,2006
219315,12550,362,53,85,8,420000,42----,3063,42,,,42,,2006
219398,57569,2171,195,85,8,440000,44----,14380,44,,,44,,2006
219491,893,62,12,85,8,451000,451///,207,45,,,45,,2006
219539,10401,470,55,85,8,480000,48----,2568,48,,,48,,2006
219593,0,0,4,85,8,492000,492///,0,49,,,49,,2006
219600,4491,176,20,85,8,510000,51----,1068,51,,,51,,2006
219642,14523,412,67,85,8,520000,52----,3459,52,,,52,,2006
219684,4902,169,61,85,8,530000,53----,1010,53,,,53,,2006
219722,23177,618,134,85,8,540000,54----,4768,54,,,54,,2006
219776,4047,22,5,85,8,550000,55----,1921,55,,,55,,2006
219783,12699,484,72,85,8,560000,56----,2542,56,,,56,,2006
219837,368,31,7,85,8,610000,61----,98,61,,,61,,2006
219849,61443,2054,125,85,8,620000,62----,14309,62,,,62,,2006
219919,1064,93,15,85,8,710000,71----,211,71,,,71,,2006
219941,13903,1120,90,85,8,720000,72----,3013,72,,,72,,2006
219967,10966,521,102,85,8,810000,81----,2699,81,,,81,,2006
220029,143,1,3,85,8,990000,99----,8,99,,,,,2006
220030,245500,8515,691,87,8,000000,------,57844,00,,,00,,2006
220031,0,0,10,87,8,110000,11----,0,11,,,11,,2006
220048,8003,125,8,87,8,210000,21----,1080,21,,,21,,2006
220055,13385,198,9,87,8,220000,22----,3571,22,,,22,,2006
220069,24300,572,86,87,8,230000,23----,4916,23,,,23,,2006
220124,77496,2473,28,87,8,310000,31----,18741,31,,,31,,2006
220148,0,0,4,87,8,323000,323///,0,32,,,32,,2006
220157,0,0,3,87,8,332000,332///,0,33,,,33,,2006
220192,12719,343,32,87,8,420000,42----,3149,42,,,42,,2006
220240,20207,1136,108,87,8,440000,44----,4986,44,,,44,,2006
220315,0,0,3,87,8,451000,451///,0,45,,,45,,2006
220355,8852,334,39,87,8,480000,48----,1996,48,,,48,,2006
220376,0,0,2,87,8,492000,492///,0,49,,,49,,2006
220387,8589,274,14,87,8,510000,51----,1882,51,,,51,,2006
220412,10092,252,46,87,8,520000,52----,2375,52,,,52,,2006
220445,1576,97,33,87,8,530000,53----,403,53,,,53,,2006
220482,4479,205,41,87,8,540000,54----,1700,54,,,54,,2006
220520,0,0,2,87,8,550000,55----,0,55,,,55,,2006
220526,5793,258,29,87,8,560000,56----,1134,56,,,56,,2006
220556,33719,1133,64,87,8,620000,62----,8091,62,,,62,,2006
