,cty,resid,total,year,non_resid,res_rate,nonres_rate,res_val,nonres_val
1112,Gilpin,59662120.0,384286940.0,2010.0,324624820.0,0.0796,0.29,749524120.6030151,1119395931.0344827
1176,Gilpin,57340580.0,349040720.0,2011.0,291700140.0,0.0796,0.29,720359045.2261306,1005862551.724138
1240,Gilpin,57716510.0,351897840.0,2012.0,294181330.0,0.0796,0.29,725081783.919598,1014418379.3103449
70,Grand,67442060.0,184956090.0,1993.0,117514030.0,0.1286,0.29,524432814.93001556,405220793.10344833
71,Grand,70314990.0,180129500.0,1994.0,109814510.0,0.1286,0.29,546772861.5863142,378670724.13793105
72,Grand,70103380.0,187690460.0,1995.0,117587080.0,0.1036,0.29,676673552.1235521,405472689.65517247
73,Grand,73904030.0,213566280.0,1996.0,139662250.0,0.1036,0.29,713359362.934363,481593965.5172414
74,Grand,110625800.0,287262130.0,1997.0,176636330.0,0.0974,0.29,1135788501.026694,609090793.1034483
345,Grand,118119890.0,287007150.0,1998.0,168887260.0,0.0974,0.29,1212729876.7967145,582369862.0689656
409,Grand,151022960.0,351637800.0,1999.0,200614840.0,0.0974,0.29,1550543737.1663244,691775310.3448277
473,Grand,167113330.0,376171210.0,2000.0,209057880.0,0.0974,0.29,1715742607.8028748,720889241.3793104
537,Grand,216089520.0,504252790.0,2001.0,288163270.0,0.0915,0.29,2361634098.360656,993666448.2758621
601,Grand,232584410.0,469850870.0,2002.0,237266460.0,0.0915,0.29,2541906120.2185793,818160206.8965517
665,Grand,226543130.0,486798420.0,2003.0,260255290.0,0.0796,0.29,2846019221.1055274,897432034.4827586
729,Grand,238208030.0,494320330.0,2004.0,256112300.0,0.0796,0.29,2992563190.954774,883145862.0689656
793,Grand,279210330.0,572271560.0,2005.0,293061230.0,0.0796,0.29,3507667462.311558,1010555965.5172415
857,Grand,298129900.0,610844050.0,2006.0,312714150.0,0.0796,0.29,3745350502.5125628,1078324655.1724138
921,Grand,375359700.0,804200570.0,2007.0,428840870.0,0.0796,0.29,4715574120.603015,1478761620.6896553
985,Grand,404564240.0,856835310.0,2008.0,452271070.0,0.0796,0.29,5082465326.633165,1559555413.7931035
1049,Grand,432577610.0,973397790.0,2009.0,540820180.0,0.0796,0.29,5434392085.427135,1864897172.4137933
1113,Grand,440566570.0,985372380.0,2010.0,544805810.0,0.0796,0.29,5534755904.522613,1878640724.137931
1177,Grand,354221710.0,817283510.0,2011.0,463061800.0,0.0796,0.29,4450021482.41206,1596764827.586207
1241,Grand,357702110.0,809088130.0,2012.0,451386020.0,0.0796,0.29,4493745100.502512,1556503517.2413795
240,Gunnison,62218170.0,161471590.0,1993.0,99253420.0,0.1286,0.29,483811586.3141524,342253172.41379315
241,Gunnison,65666580.0,172507510.0,1994.0,106840930.0,0.1286,0.29,510626594.0902022,368417000.0
242,Gunnison,80457420.0,227543100.0,1995.0,147085680.0,0.1036,0.29,776616023.1660231,507192000.00000006
243,Gunnison,84760090.0,226693250.0,1996.0,141933160.0,0.1036,0.29,818147586.8725868,489424689.65517247
244,Gunnison,96274260.0,261426220.0,1997.0,165151960.0,0.0974,0.29,988442094.4558522,569489517.2413794
346,Gunnison,101541240.0,271452280.0,1998.0,169911040.0,0.0974,0.29,1042517864.4763861,585900137.9310346
410,Gunnison,117375840.0,304934880.0,1999.0,187559040.0,0.0974,0.29,1205090759.7535934,646755310.3448277
474,Gunnison,124911560.0,312513120.0,2000.0,187601560.0,0.0974,0.29,1282459548.25462,646901931.0344828
538,Gunnison,155542870.0,358546310.0,2001.0,203003440.0,0.0915,0.29,1699922076.5027323,700011862.0689656
602,Gunnison,165327200.0,373137290.0,2002.0,207810090.0,0.0915,0.29,1806854644.8087432,716586517.2413794
666,Gunnison,161308360.0,395569940.0,2003.0,234261580.0,0.0796,0.29,2026486934.6733668,807798551.724138
730,Gunnison,167653830.0,406409160.0,2004.0,238755330.0,0.0796,0.29,2106203894.4723618,823294241.3793104
794,Gunnison,196290790.0,488634430.0,2005.0,292343640.0,0.0796,0.29,2465964698.492462,1008081517.2413794
858,Gunnison,205906440.0,509858040.0,2006.0,303951600.0,0.0796,0.29,2586764321.60804,1048108965.5172415
922,Gunnison,315813110.0,770617040.0,2007.0,454803930.0,0.0796,0.29,3967501381.9095473,1568289413.7931035
986,Gunnison,332774640.0,779343460.0,2008.0,446568820.0,0.0796,0.29,4180585929.648241,1539892482.7586207
1050,Gunnison,362891150.0,847901750.0,2009.0,485010600.0,0.0796,0.29,4558934045.2261305,1672450344.8275864
1114,Gunnison,369274540.0,840863260.0,2010.0,471588720.0,0.0796,0.29,4639127386.934673,1626168000.0
1178,Gunnison,294524170.0,700512210.0,2011.0,405988040.0,0.0796,0.29,3700052386.9346733,1399958758.6206899
1242,Gunnison,298487580.0,689173800.0,2012.0,390686220.0,0.0796,0.29,3749843969.849246,1347193862.0689657
55,Hinsdale,7482600.0,16956320.0,1993.0,9473720.0,0.1286,0.29,58185069.984447904,32668000.000000004
56,Hinsdale,7719690.0,17328110.0,1994.0,9608420.0,0.1286,0.29,60028693.623639196,33132482.75862069
57,Hinsdale,7216160.0,17522090.0,1995.0,10305930.0,0.1036,0.29,69654054.05405405,35537689.655172415
58,Hinsdale,7513060.0,18242890.0,1996.0,10729830.0,0.1036,0.29,72519884.16988418,36999413.79310345
59,Hinsdale,10336420.0,26283000.0,1997.0,15946580.0,0.0974,0.29,106123408.62422998,54988206.89655173
347,Hinsdale,10778710.0,26140880.0,1998.0,15362170.0,0.0974,0.29,110664373.71663244,52973000.0
411,Hinsdale,13606010.0,30677050.0,1999.0,17071040.0,0.0974,0.29,139692094.45585215,58865655.172413796
475,Hinsdale,14268450.0,31546210.0,2000.0,17277760.0,0.0974,0.29,146493326.48870635,59578482.758620694
539,Hinsdale,15149591.0,35513325.0,2001.0,20363734.0,0.0915,0.29,165569300.54644808,70219772.4137931
603,Hinsdale,15659949.0,34875429.0,2002.0,19215480.0,0.0915,0.29,171146983.60655737,66260275.86206897
667,Hinsdale,14898150.0,36520180.0,2003.0,21622030.0,0.0796,0.29,187162688.44221103,74558724.13793103
731,Hinsdale,15494020.0,36289760.0,2004.0,20795740.0,0.0796,0.29,194648492.46231154,71709448.27586207
795,Hinsdale,15999740.0,40685490.0,2005.0,24685750.0,0.0796,0.29,201001758.79396984,85123275.86206897
859,Hinsdale,16918350.0,42812130.0,2006.0,25893780.0,0.0796,0.29,212542085.42713568,89288896.55172415
923,Hinsdale,22565230.0,52159770.0,2007.0,29594540.0,0.0796,0.29,283482788.9447236,102050137.93103449
987,Hinsdale,22830220.0,49906540.0,2008.0,27076320.0,0.0796,0.29,286811809.0452261,93366620.68965518
1051,Hinsdale,29972520.0,61840240.0,2009.0,31867720.0,0.0796,0.29,376539195.97989947,109888689.65517242
1115,Hinsdale,30479600.0,61555330.0,2010.0,31075730.0,0.0796,0.29,382909547.7386935,107157689.65517242
1179,Hinsdale,31683880.0,61718620.0,2011.0,30034740.0,0.0796,0.29,398038693.46733665,103568068.96551725
1243,Hinsdale,32341500.0,61631960.0,2012.0,29290460.0,0.0796,0.29,406300251.2562814,101001586.20689656
260,Huerfano,15375810.0,85634380.0,1993.0,70258570.0,0.1286,0.29,119563063.7636081,242270931.03448278
261,Huerfano,15651500.0,85840010.0,1994.0,70188510.0,0.1286,0.29,121706842.92379472,242029344.82758623
262,Huerfano,13897260.0,85768540.0,1995.0,71871280.0,0.1036,0.29,134143436.2934363,247832000.00000003
263,Huerfano,14602870.0,73474690.0,1996.0,58871820.0,0.1036,0.29,140954343.62934363,203006275.86206898
264,Huerfano,19668200.0,80271440.0,1997.0,60603240.0,0.0974,0.29,201932238.19301847,208976689.65517244
348,Huerfano,20685540.0,88282920.0,1998.0,67597380.0,0.0974,0.29,212377207.39219713,233094413.79310346
412,Huerfano,24543330.0,93043430.0,1999.0,68500100.0,0.0974,0.29,251984907.59753594,236207241.37931037
476,Huerfano,25883350.0,99182490.0,2000.0,73299140.0,0.0974,0.29,265742813.1416838,252755655.1724138
540,Huerfano,27040100.0,113091470.0,2001.0,86051370.0,0.0915,0.29,295520218.57923496,296728862.06896555
604,Huerfano,28911070.0,106757860.0,2002.0,77846790.0,0.0915,0.29,315967978.1420765,268437206.8965517
668,Huerfano,26092280.0,110056610.0,2003.0,83964330.0,0.0796,0.29,327792462.31155777,289532172.41379315
732,Huerfano,27083190.0,106147510.0,2004.0,79064320.0,0.0796,0.29,340241080.40201,272635586.20689654
796,Huerfano,28479594.0,100051970.0,2005.0,71572376.0,0.0796,0.29,357783844.2211055,246801296.55172417
860,Huerfano,29339686.0,95228606.0,2006.0,65888920.0,0.0796,0.29,368589020.1005025,227203172.41379312
924,Huerfano,34051988.0,114006007.0,2007.0,79954019.0,0.0796,0.29,427788793.9698492,275703513.79310346
988,Huerfano,34508624.0,116911163.0,2008.0,82402539.0,0.0796,0.29,433525427.13567835,284146686.20689654
1052,Huerfano,36111307.0,132263393.0,2009.0,96152086.0,0.0796,0.29,453659635.67839193,331558917.2413793
1116,Huerfano,37154055.0,124534692.0,2010.0,87380637.0,0.0796,0.29,466759484.9246231,301312541.37931037
1180,Huerfano,38013434.0,123139646.0,2011.0,85126212.0,0.0796,0.29,477555703.5175879,293538662.06896555
1244,Huerfano,38558675.0,114497939.0,2012.0,75939264.0,0.0796,0.29,484405464.8241206,261859531.03448278
15,Jackson,4891580.0,22902330.0,1993.0,18010750.0,0.1286,0.29,38037169.51788492,62106034.48275863
16,Jackson,4992100.0,23335000.0,1994.0,18342900.0,0.1286,0.29,38818818.04043546,63251379.31034483
17,Jackson,4148350.0,20998200.0,1995.0,16849850.0,0.1036,0.29,40041988.41698842,58102931.03448276
18,Jackson,4366000.0,21292300.0,1996.0,16926300.0,0.1036,0.29,42142857.14285714,58366551.72413793
19,Jackson,4643350.0,22691610.0,1997.0,18048260.0,0.0974,0.29,47672997.94661191,62235379.31034483
349,Jackson,4942640.0,21433010.0,1998.0,16490370.0,0.0974,0.29,50745790.55441479,56863344.82758621
413,Jackson,5256520.0,21175970.0,1999.0,15919450.0,0.0974,0.29,53968377.823408626,54894655.172413796
477,Jackson,5534091.0,21758883.0,2000.0,16224792.0,0.0974,0.29,56818182.75154004,55947558.62068966
541,Jackson,6622502.0,24434180.0,2001.0,17811678.0,0.0915,0.29,72377071.03825137,61419579.31034483
605,Jackson,6993148.0,24423344.0,2002.0,17430196.0,0.0915,0.29,76427846.99453552,60104124.13793104
669,Jackson,8272890.0,26921130.0,2003.0,18648240.0,0.0796,0.29,103930778.89447236,64304275.86206897
733,Jackson,7915844.0,27146272.0,2004.0,19230428.0,0.0796,0.29,99445276.38190955,66311820.68965518
797,Jackson,8042420.0,29316438.0,2005.0,21274018.0,0.0796,0.29,101035427.13567838,73358682.7586207
861,Jackson,8267330.0,29466430.0,2006.0,21199100.0,0.0796,0.29,103860929.6482412,73100344.82758622
925,Jackson,8582770.0,31753798.0,2007.0,23171028.0,0.0796,0.29,107823743.71859296,79900096.55172415
989,Jackson,8621018.0,30742897.0,2008.0,22121879.0,0.0796,0.29,108304246.23115577,76282341.37931035
1053,Jackson,8835373.0,39304153.0,2009.0,30468780.0,0.0796,0.29,110997148.24120602,105064758.62068966
1117,Jackson,9204136.0,35397603.0,2010.0,26193467.0,0.0796,0.29,115629849.24623115,90322300.0
1181,Jackson,9279426.0,38503024.0,2011.0,29223598.0,0.0796,0.29,116575703.51758793,100771027.5862069
1245,Jackson,9421867.0,42335152.0,2012.0,32913285.0,0.0796,0.29,118365163.3165829,113494086.20689656
60,Jefferson,2011933430.0,3306715030.0,1993.0,1294781600.0,0.1286,0.29,15644894479.004667,4464764137.931035
61,Jefferson,2085203510.0,3391925710.0,1994.0,1306722200.0,0.1286,0.29,16214646267.496113,4505938620.689655
62,Jefferson,2218314800.0,3674607010.0,1995.0,1456292210.0,0.1036,0.29,21412305019.30502,5021697275.862069
63,Jefferson,2283502580.0,3775690270.0,1996.0,1492187690.0,0.1036,0.29,22041530694.980694,5145474793.103449
64,Jefferson,2466664440.0,4231090280.0,1997.0,1764425840.0,0.0974,0.29,25325096919.917866,6084227034.482759
350,Jefferson,2529629670.0,4301278610.0,1998.0,1771648940.0,0.0974,0.29,25971557186.858315,6109134275.862069
414,Jefferson,2872622600.0,4833113567.0,1999.0,1960490967.0,0.0974,0.29,29493045174.537987,6760313679.310346
478,Jefferson,2938692570.0,4980612290.0,2000.0,2041919720.0,0.0974,0.29,30171381622.17659,7041102482.758621
542,Jefferson,3562788720.0,5944550600.0,2001.0,2381761880.0,0.0915,0.29,38937581639.34426,8212972000.000001
606,Jefferson,3616469660.0,5986236730.0,2002.0,2369767070.0,0.0915,0.29,39524258579.23497,8171610586.206897
670,Jefferson,3790724810.0,6314033620.0,2003.0,2523308810.0,0.0796,0.29,47622170979.8995,8701064862.068966
734,Jefferson,3836440760.0,6330761870.0,2004.0,2494321110.0,0.0796,0.29,48196491959.798996,8601107275.86207
798,Jefferson,3940744430.0,6665379660.0,2005.0,2724635230.0,0.0796,0.29,49506839572.86432,9395293896.551725
862,Jefferson,3995315490.0,6710757660.0,2006.0,2715442170.0,0.0796,0.29,50192405653.26633,9363593689.655172
926,Jefferson,4290559020.0,7291645180.0,2007.0,3001086160.0,0.0796,0.29,53901495226.13065,10348572965.517242
990,Jefferson,4330155840.0,7358188870.0,2008.0,3028033030.0,0.0796,0.29,54398942713.56783,10441493206.896553
1054,Jefferson,4260319360.0,7409129740.0,2009.0,3148810380.0,0.0796,0.29,53521600000.0,10857966827.586208
1118,Jefferson,4272079190.0,7356437890.0,2010.0,3084358700.0,0.0796,0.29,53669336557.78894,10635719655.172415
1182,Jefferson,4107761362.0,6999422130.0,2011.0,2891660768.0,0.0796,0.29,51605042236.1809,9971244027.586208
1246,Jefferson,4126025665.0,6993631431.0,2012.0,2867605766.0,0.0796,0.29,51834493278.89447,9888295744.827587
295,Kiowa,2036430.0,35049300.0,1993.0,33012870.0,0.1286,0.29,15835381.02643857,113837482.7586207
296,Kiowa,2054500.0,35704680.0,1994.0,33650180.0,0.1286,0.29,15975894.245723173,116035103.44827586
297,Kiowa,1696100.0,34053400.0,1995.0,32357300.0,0.1036,0.29,16371621.621621622,111576896.55172415
298,Kiowa,1719820.0,33733900.0,1996.0,32014080.0,0.1036,0.29,16600579.15057915,110393379.31034483
299,Kiowa,1658370.0,32485390.0,1997.0,30827020.0,0.0974,0.29,17026386.036960986,106300068.96551725
351,Kiowa,1700350.0,32236610.0,1998.0,30536260.0,0.0974,0.29,17457392.197125256,105297448.27586208
415,Kiowa,1764770.0,25126840.0,1999.0,23362070.0,0.0974,0.29,18118788.501026694,80558862.06896552
479,Kiowa,1809050.0,25398210.0,2000.0,23589160.0,0.0974,0.29,18573408.62422998,81341931.03448276
543,Kiowa,1788000.0,30116300.0,2001.0,28328300.0,0.0915,0.29,19540983.606557377,97683793.10344829
607,Kiowa,1789180.0,30698920.0,2002.0,28909740.0,0.0915,0.29,19553879.781420767,99688758.62068966
671,Kiowa,1754130.0,27595390.0,2003.0,25841260.0,0.0796,0.29,22036809.04522613,89107793.10344829
735,Kiowa,1783280.0,29175180.0,2004.0,27391900.0,0.0796,0.29,22403015.075376883,94454827.5862069
799,Kiowa,1821350.0,30533500.0,2005.0,28712150.0,0.0796,0.29,22881281.407035176,99007413.79310346
863,Kiowa,1825690.0,33389450.0,2006.0,31563760.0,0.0796,0.29,22935804.0201005,108840551.72413793
927,Kiowa,1827830.0,33100830.0,2007.0,31273000.0,0.0796,0.29,22962688.442211054,107837931.03448276
991,Kiowa,1882130.0,33136060.0,2008.0,31253930.0,0.0796,0.29,23644849.246231154,107772172.41379312
1055,Kiowa,1972390.0,39179520.0,2009.0,37207130.0,0.0796,0.29,24778768.844221104,128300448.27586208
1119,Kiowa,2021420.0,32417940.0,2010.0,30396520.0,0.0796,0.29,25394723.61809045,104815586.20689656
1183,Kiowa,2085010.0,38015530.0,2011.0,35930520.0,0.0796,0.29,26193592.964824118,123898344.82758622
1247,Kiowa,2093150.0,43018710.0,2012.0,40925560.0,0.0796,0.29,26295854.271356784,141122620.68965518
300,Kit Carson,12824390.0,68293050.0,1993.0,55468660.0,0.1286,0.29,99723094.86780716,191271241.37931037
301,Kit Carson,12946290.0,69630640.0,1994.0,56684350.0,0.1286,0.29,100670995.33437015,195463275.86206898
302,Kit Carson,10929560.0,65931000.0,1995.0,55001440.0,0.1036,0.29,105497683.3976834,189660137.9310345
303,Kit Carson,11205020.0,68073270.0,1996.0,56868250.0,0.1036,0.29,108156563.70656371,196097413.79310346
304,Kit Carson,12872970.0,73163160.0,1997.0,60290190.0,0.0974,0.29,132166016.42710473,207897206.89655173
352,Kit Carson,13352210.0,72865450.0,1998.0,59513240.0,0.0974,0.29,137086344.96919918,205218068.96551725
416,Kit Carson,15983260.0,88189670.0,1999.0,72206410.0,0.0974,0.29,164099178.64476386,248987620.68965518
480,Kit Carson,16560920.0,89353360.0,2000.0,72792440.0,0.0974,0.29,170029979.4661191,251008413.79310346
544,Kit Carson,17956900.0,91293190.0,2001.0,73336290.0,0.0915,0.29,196250273.22404373,252883758.62068966
608,Kit Carson,18347740.0,92396610.0,2002.0,74048870.0,0.0915,0.29,200521748.63387978,255340931.03448278
672,Kit Carson,16999650.0,92783030.0,2003.0,75783380.0,0.0796,0.29,213563442.21105528,261322000.00000003
736,Kit Carson,17325768.0,92307270.0,2004.0,74981502.0,0.0796,0.29,217660402.01005024,258556903.4482759
800,Kit Carson,18938198.0,99204359.0,2005.0,80266161.0,0.0796,0.29,237917060.30150753,276779865.5172414
864,Kit Carson,19175487.0,100246530.0,2006.0,81071043.0,0.0796,0.29,240898077.8894472,279555320.6896552
928,Kit Carson,19406403.0,108517302.0,2007.0,89110899.0,0.0796,0.29,243799032.66331658,307278962.06896555
992,Kit Carson,19612253.0,119903257.0,2008.0,100291004.0,0.0796,0.29,246385087.9396985,345831048.2758621
1056,Kit Carson,20911097.0,120633218.0,2009.0,99722121.0,0.0796,0.29,262702223.61809045,343869382.75862074
1120,Kit Carson,20892443.0,131202236.0,2010.0,110309793.0,0.0796,0.29,262467876.8844221,380378596.55172414
1184,Kit Carson,23415212.0,132430640.0,2011.0,109015428.0,0.0796,0.29,294160954.77386934,375915268.9655173
1248,Kit Carson,23535001.0,133838882.0,2012.0,110303881.0,0.0796,0.29,295665841.7085427,380358210.3448276
95,La Plata,145708050.0,516264940.0,1993.0,370556890.0,0.1286,0.29,1133033048.2115085,1277782379.310345
96,La Plata,156240390.0,620140210.0,1994.0,463899820.0,0.1286,0.29,1214933048.2115085,1599654551.724138
97,La Plata,185286460.0,747560760.0,1995.0,562274300.0,0.1036,0.29,1788479343.6293437,1938876896.5517242
98,La Plata,196792270.0,706639450.0,1996.0,509847180.0,0.1036,0.29,1899539285.7142859,1758093724.137931
99,La Plata,218370110.0,913692970.0,1997.0,695322860.0,0.0974,0.29,2241992915.811088,2397665034.482759
353,La Plata,232050810.0,1131571010.0,1998.0,899520200.0,0.0974,0.29,2382451848.049281,3101793793.1034484
417,La Plata,251142630.0,1163085460.0,1999.0,911942830.0,0.0974,0.29,2578466427.104723,3144630448.275862
481,La Plata,263849060.0,1207867200.0,2000.0,944018140.0,0.0974,0.29,2708922587.268994,3255234965.5172415
545,La Plata,279841910.0,1738495890.0,2001.0,1458653980.0,0.0915,0.29,3058381530.054645,5029841310.344828
609,La Plata,296608570.0,1872066280.0,2002.0,1575457710.0,0.0915,0.29,3241623715.8469944,5432612793.103449
673,La Plata,316467950.0,1518735250.0,2003.0,1202267300.0,0.0796,0.29,3975728015.0753765,4145749310.3448277
737,La Plata,333398350.0,2130538680.0,2004.0,1797140330.0,0.0796,0.29,4188421482.4120603,6197035620.689655
801,La Plata,408548180.0,2487511420.0,2005.0,2078963240.0,0.0796,0.29,5132514824.120603,7168838758.62069
865,La Plata,436296680.0,3003191640.0,2006.0,2566894960.0,0.0796,0.29,5481114070.351759,8851361931.034483
929,La Plata,546642460.0,2875204930.0,2007.0,2328562470.0,0.0796,0.29,6867367587.939698,8029525758.62069
993,La Plata,588495170.0,2968514850.0,2008.0,2380019680.0,0.0796,0.29,7393155402.01005,8206964413.793104
1057,La Plata,627852580.0,3412379690.0,2009.0,2784527110.0,0.0796,0.29,7887595226.130652,9601817620.689655
1121,La Plata,635029760.0,2338224720.0,2010.0,1703194960.0,0.0796,0.29,7977760804.0201,5873086068.965518
1185,La Plata,577142670.0,2401470440.0,2011.0,1824327770.0,0.0796,0.29,7250536055.2763815,6290785413.793104
1249,La Plata,582113590.0,2278272200.0,2012.0,1696158610.0,0.0796,0.29,7312984798.994974,5848822793.103449
205,Lake,15686800.0,49472180.0,1993.0,33785380.0,0.1286,0.29,121981337.48055989,116501310.34482759
206,Lake,15729650.0,46808880.0,1994.0,31079230.0,0.1286,0.29,122314541.21306378,107169758.62068966
207,Lake,14973190.0,43643990.0,1995.0,28670800.0,0.1036,0.29,144528861.003861,98864827.5862069
208,Lake,15465660.0,44078000.0,1996.0,28612340.0,0.1036,0.29,149282432.43243244,98663241.37931035
209,Lake,20136290.0,53428470.0,1997.0,33292180.0,0.0974,0.29,206738090.34907597,114800620.68965518
354,Lake,21231730.0,55961970.0,1998.0,34730240.0,0.0974,0.29,217984907.59753594,119759448.27586208
418,Lake,25749810.0,65805700.0,1999.0,40055890.0,0.0974,0.29,264371765.9137577,138123758.62068966
482,Lake,26745360.0,65355350.0,2000.0,38609990.0,0.0974,0.29,274593018.48049283,133137896.55172415
546,Lake,33627350.0,78825680.0,2001.0,45198330.0,0.0915,0.29,367512021.8579235,155856310.3448276
610,Lake,34645820.0,79692930.0,2002.0,45047110.0,0.0915,0.29,378642841.5300546,155334862.06896552
674,Lake,32048960.0,77471130.0,2003.0,45422170.0,0.0796,0.29,402625125.6281407,156628172.41379312
738,Lake,32823083.0,77783898.0,2004.0,44960815.0,0.0796,0.29,412350288.9447236,155037293.10344827
802,Lake,36584178.0,84926387.0,2005.0,48342209.0,0.0796,0.29,459600226.13065326,166697272.41379312
866,Lake,37466827.0,84863701.0,2006.0,47396874.0,0.0796,0.29,470688781.4070352,163437496.55172414
930,Lake,42608149.0,94491966.0,2007.0,51883817.0,0.0796,0.29,535278253.7688442,178909713.79310346
994,Lake,43548056.0,93877815.0,2008.0,50329759.0,0.0796,0.29,547086130.6532663,173550893.1034483
1058,Lake,51136438.0,106506314.0,2009.0,55369876.0,0.0796,0.29,642417562.8140703,190930606.89655173
1122,Lake,52007765.0,108216273.0,2010.0,56208508.0,0.0796,0.29,653363881.9095477,193822441.37931037
1186,Lake,53139601.0,116825282.0,2011.0,63685681.0,0.0796,0.29,667582927.1356784,219605796.55172417
1250,Lake,53353134.0,139585918.0,2012.0,86232784.0,0.0796,0.29,670265502.5125628,297354427.5862069
310,Larimer,737784160.0,1414101770.0,1993.0,676317610.0,0.1286,0.29,5737046345.25661,2332129689.6551723
311,Larimer,776739480.0,1474567900.0,1994.0,697828420.0,0.1286,0.29,6039964852.255054,2406304896.5517244
312,Larimer,893830910.0,1663227520.0,1995.0,769396610.0,0.1036,0.29,8627711486.486486,2653091758.62069
313,Larimer,934595750.0,1755672230.0,1996.0,821076480.0,0.1036,0.29,9021194498.069498,2831298206.896552
314,Larimer,1000983400.0,1921794050.0,1997.0,920810650.0,0.0974,0.29,10277036960.985626,3175209137.9310346
355,Larimer,1049333740.0,1994186050.0,1998.0,944852310.0,0.0974,0.29,10773447022.587269,3258111413.7931037
419,Larimer,1222669240.0,2345414520.0,1999.0,1122745280.0,0.0974,0.29,12553072279.26078,3871535448.275862
483,Larimer,1288639370.0,2432514770.0,2000.0,1143875400.0,0.0974,0.29,13230383675.564682,3944397931.034483
547,Larimer,1550761000.0,2856982710.0,2001.0,1306221710.0,0.0915,0.29,16948207650.273224,4504212793.103449
611,Larimer,1627815420.0,2963616760.0,2002.0,1335801340.0,0.0915,0.29,17790332459.016396,4606211517.24138
675,Larimer,1703515640.0,3114268570.0,2003.0,1410752930.0,0.0796,0.29,21400950251.25628,4864665275.862069
739,Larimer,1766718000.0,3189791967.0,2004.0,1423073967.0,0.0796,0.29,22194949748.743717,4907151610.344828
803,Larimer,1914831240.0,3461011142.0,2005.0,1546179902.0,0.0796,0.29,24055668844.221104,5331654834.4827585
867,Larimer,1998483390.0,3588142526.0,2006.0,1589659136.0,0.0796,0.29,25106575251.25628,5481583227.586207
931,Larimer,2113806310.0,3986985698.0,2007.0,1873179388.0,0.0796,0.29,26555355653.26633,6459239268.965518
995,Larimer,2161133980.0,4118755469.0,2008.0,1957621489.0,0.0796,0.29,27149924371.859295,6750418927.586207
1059,Larimer,2204408320.0,4268029157.0,2009.0,2063620837.0,0.0796,0.29,27693571859.296482,7115933920.689655
1123,Larimer,2221433310.0,4238819303.0,2010.0,2017385993.0,0.0796,0.29,27907453643.21608,6956503424.137932
1187,Larimer,2183344190.0,4118666343.0,2011.0,1935322153.0,0.0796,0.29,27428947110.55276,6673524665.5172415
1251,Larimer,2207936750.0,4125490062.0,2012.0,1917553312.0,0.0796,0.29,27737898869.346733,6612252800.0
315,Las Animas,22617360.0,79152290.0,1993.0,56534930.0,0.1286,0.29,175873716.9517885,194948034.48275864
316,Las Animas,22947210.0,83375570.0,1994.0,60428360.0,0.1286,0.29,178438646.9673406,208373655.1724138
317,Las Animas,20387330.0,89085850.0,1995.0,68698520.0,0.1036,0.29,196788899.61389962,236891448.2758621
318,Las Animas,21337490.0,90550730.0,1996.0,69213240.0,0.1036,0.29,205960328.1853282,238666344.82758623
319,Las Animas,27641680.0,100220700.0,1997.0,72579020.0,0.0974,0.29,283795482.5462012,250272482.7586207
356,Las Animas,28238090.0,114999040.0,1998.0,86760950.0,0.0974,0.29,289918788.5010267,299175689.6551724
420,Las Animas,32618980.0,142308100.0,1999.0,109689120.0,0.0974,0.29,334897125.2566735,378238344.82758623
484,Las Animas,33828930.0,159002140.0,2000.0,125173210.0,0.0974,0.29,347319609.8562628,431631758.6206897
548,Las Animas,36771780.0,204115870.0,2001.0,167344090.0,0.0915,0.29,401877377.0491803,577048586.2068965
612,Las Animas,37724590.0,250140670.0,2002.0,212416080.0,0.0915,0.29,412290601.09289616,732469241.3793104
676,Las Animas,39116600.0,270346860.0,2003.0,231230260.0,0.0796,0.29,491414572.8643216,797345724.1379311
740,Las Animas,40391430.0,416661870.0,2004.0,376270440.0,0.0796,0.29,507430025.1256281,1297484275.8620691
804,Las Animas,45325150.0,481589480.0,2005.0,436264330.0,0.0796,0.29,569411432.160804,1504359758.6206899
868,Las Animas,46354650.0,652486750.0,2006.0,606132100.0,0.0796,0.29,582344849.2462311,2090110689.6551726
932,Las Animas,52099600.0,620752560.0,2007.0,568652960.0,0.0796,0.29,654517587.9396985,1960872275.8620691
996,Las Animas,53414150.0,691540840.0,2008.0,638126690.0,0.0796,0.29,671032035.1758794,2200436862.0689654
1060,Las Animas,56460960.0,845768070.0,2009.0,789307110.0,0.0796,0.29,709308542.7135679,2721748655.172414
1124,Las Animas,56915090.0,451419190.0,2010.0,394504100.0,0.0796,0.29,715013693.4673367,1360358965.5172415
1188,Las Animas,56595080.0,525610250.0,2011.0,469015170.0,0.0796,0.29,710993467.3366834,1617293689.6551726
1252,Las Animas,56689680.0,473531550.0,2012.0,416841870.0,0.0796,0.29,712181909.5477387,1437385758.6206899
185,Lincoln,7427990.0,44095020.0,1993.0,36667030.0,0.1286,0.29,57760419.90668741,126438034.48275863
186,Lincoln,7629410.0,45547510.0,1994.0,37918100.0,0.1286,0.29,59326671.85069985,130752068.96551725
187,Lincoln,6861590.0,43685510.0,1995.0,36823920.0,0.1036,0.29,66231563.70656371,126979034.48275863
188,Lincoln,6977660.0,44320900.0,1996.0,37343240.0,0.1036,0.29,67351930.5019305,128769793.10344829
