year,med_age,edu_yrs,perc_dem,pov_pop,stcou,cty
1989,,,,27267.0,8001.0,Adams
1990,30.7,13.0,,27743.9,8001.0,Adams
1991,30.77,13.44,,28220.8,8001.0,Adams
1992,30.84,13.879999999999999,44.0,28697.7,8001.0,Adams
1993,30.91,14.32,45.825,29174.6,8001.0,Adams
1994,30.98,14.76,47.65,29651.5,8001.0,Adams
1995,31.049999999999997,15.2,49.474999999999994,30128.4,8001.0,Adams
1996,31.119999999999997,15.639999999999999,51.3,30605.3,8001.0,Adams
1997,31.189999999999998,16.08,51.025,31082.2,8001.0,Adams
1998,31.259999999999998,16.52,50.75,31559.1,8001.0,Adams
1999,31.33,16.959999999999997,50.475,32036.0,8001.0,Adams
2000,31.4,17.4,50.2,34834.0,8001.0,Adams
2001,31.5,17.77142857142857,50.300000000000004,37632.0,8001.0,Adams
2002,31.599999999999998,18.142857142857142,50.400000000000006,40430.0,8001.0,Adams
2003,31.7,18.514285714285712,50.5,43228.0,8001.0,Adams
2004,31.799999999999997,18.885714285714286,50.6,46026.0,8001.0,Adams
2005,31.9,19.257142857142856,52.5,48824.0,8001.0,Adams
2006,32.0,19.628571428571426,54.400000000000006,51622.0,8001.0,Adams
2007,32.1,20.0,56.300000000000004,54420.0,8001.0,Adams
2008,32.199999999999996,20.37142857142857,58.2,57218.0,8001.0,Adams
2009,32.3,20.74285714285714,60.1,60016.0,8001.0,Adams
2010,32.4,21.11428571428571,62.0,62814.0,8001.0,Adams
1989,,,,3127.0,8003.0,Alamosa
1990,28.1,24.1,,3113.5,8003.0,Alamosa
1991,28.35,24.39,,3100.0,8003.0,Alamosa
1992,28.6,24.68,41.8,3086.5,8003.0,Alamosa
1993,28.85,24.970000000000002,43.125,3073.0,8003.0,Alamosa
1994,29.1,25.26,44.45,3059.5,8003.0,Alamosa
1995,29.35,25.55,45.775,3046.0,8003.0,Alamosa
1996,29.6,25.84,47.1,3032.5,8003.0,Alamosa
1997,29.85,26.13,46.175,3019.0,8003.0,Alamosa
1998,30.1,26.42,45.25,3005.5,8003.0,Alamosa
1999,30.35,26.71,44.325,2992.0,8003.0,Alamosa
2000,30.6,27.0,43.4,3107.25,8003.0,Alamosa
2001,30.830000000000002,26.942857142857143,44.55,3222.5,8003.0,Alamosa
2002,31.060000000000002,26.885714285714286,45.7,3337.75,8003.0,Alamosa
2003,31.29,26.82857142857143,46.85,3453.0,8003.0,Alamosa
2004,31.52,26.771428571428572,48.0,3568.25,8003.0,Alamosa
2005,31.75,26.714285714285715,50.0,3683.5,8003.0,Alamosa
2006,31.98,26.65714285714286,52.0,3798.75,8003.0,Alamosa
2007,32.21,26.6,54.0,3914.0,8003.0,Alamosa
2008,32.44,26.542857142857144,56.0,4029.25,8003.0,Alamosa
2009,32.67,26.485714285714288,58.0,4144.5,8003.0,Alamosa
2010,32.9,26.42857142857143,60.0,4259.75,8003.0,Alamosa
1989,,,,22973.0,8005.0,Arapahoe
1990,32.4,35.2,,23474.4,8005.0,Arapahoe
1991,32.61,35.38,,23975.8,8005.0,Arapahoe
1992,32.82,35.56,36.2,24477.2,8005.0,Arapahoe
1993,33.03,35.74,37.625,24978.6,8005.0,Arapahoe
1994,33.24,35.92,39.05,25480.0,8005.0,Arapahoe
1995,33.45,36.1,40.475,25981.4,8005.0,Arapahoe
1996,33.66,36.28,41.9,26482.8,8005.0,Arapahoe
1997,33.87,36.46,42.3,26984.2,8005.0,Arapahoe
1998,34.08,36.64,42.7,27485.6,8005.0,Arapahoe
1999,34.29,36.82,43.1,27987.0,8005.0,Arapahoe
2000,34.5,37.0,43.5,32036.25,8005.0,Arapahoe
2001,34.62,37.17142857142857,44.5,36085.5,8005.0,Arapahoe
2002,34.74,37.34285714285714,45.5,40134.75,8005.0,Arapahoe
2003,34.86,37.51428571428571,46.5,44184.0,8005.0,Arapahoe
2004,34.980000000000004,37.68571428571429,47.5,48233.25,8005.0,Arapahoe
2005,35.1,37.85714285714286,49.55,52282.5,8005.0,Arapahoe
2006,35.22,38.02857142857143,51.6,56331.75,8005.0,Arapahoe
2007,35.34,38.2,53.650000000000006,60381.0,8005.0,Arapahoe
2008,35.46,38.371428571428574,55.7,64430.25,8005.0,Arapahoe
2009,35.580000000000005,38.542857142857144,57.75000000000001,68479.5,8005.0,Arapahoe
2010,35.7,38.714285714285715,59.80000000000001,72528.75,8005.0,Arapahoe
1989,,,,903.0,8007.0,Archuleta
1990,35.4,19.7,,927.5,8007.0,Archuleta
1991,35.94,20.63,,952.0,8007.0,Archuleta
1992,36.48,21.56,29.1,976.5,8007.0,Archuleta
1993,37.019999999999996,22.49,29.075000000000003,1001.0,8007.0,Archuleta
1994,37.559999999999995,23.419999999999998,29.05,1025.5,8007.0,Archuleta
1995,38.099999999999994,24.35,29.025,1050.0,8007.0,Archuleta
1996,38.64,25.28,29.0,1074.5,8007.0,Archuleta
1997,39.18,26.21,29.275,1099.0,8007.0,Archuleta
1998,39.72,27.14,29.55,1123.5,8007.0,Archuleta
1999,40.26,28.07,29.825000000000003,1148.0,8007.0,Archuleta
2000,40.8,29.0,30.1,1237.875,8007.0,Archuleta
2001,41.559999999999995,29.87142857142857,31.75,1327.75,8007.0,Archuleta
2002,42.32,30.742857142857144,33.400000000000006,1417.625,8007.0,Archuleta
2003,43.08,31.614285714285714,35.050000000000004,1507.5,8007.0,Archuleta
2004,43.839999999999996,32.48571428571429,36.7,1597.375,8007.0,Archuleta
2005,44.599999999999994,33.35714285714286,38.225,1687.25,8007.0,Archuleta
2006,45.36,34.22857142857143,39.75,1777.125,8007.0,Archuleta
2007,46.12,35.1,41.275,1867.0,8007.0,Archuleta
2008,46.879999999999995,35.971428571428575,42.8,1956.875,8007.0,Archuleta
2009,47.64,36.84285714285715,44.324999999999996,2046.75,8007.0,Archuleta
2010,48.4,37.71428571428572,45.849999999999994,2136.625,8007.0,Archuleta
1989,,,,853.0,8009.0,Baca
1990,39.3,13.6,,842.6,8009.0,Baca
1991,39.66,13.64,,832.2,8009.0,Baca
1992,40.019999999999996,13.68,27.7,821.8,8009.0,Baca
1993,40.379999999999995,13.719999999999999,28.2,811.4,8009.0,Baca
1994,40.739999999999995,13.76,28.7,801.0,8009.0,Baca
1995,41.099999999999994,13.8,29.2,790.6,8009.0,Baca
1996,41.46,13.84,29.7,780.2,8009.0,Baca
1997,41.82,13.879999999999999,28.1,769.8,8009.0,Baca
1998,42.18,13.92,26.5,759.4,8009.0,Baca
1999,42.54,13.96,24.9,749.0,8009.0,Baca
2000,42.9,14.0,23.3,725.0,8009.0,Baca
2001,43.35,14.442857142857143,23.0,701.0,8009.0,Baca
2002,43.8,14.885714285714286,22.700000000000003,677.0,8009.0,Baca
2003,44.25,15.32857142857143,22.400000000000002,653.0,8009.0,Baca
2004,44.699999999999996,15.771428571428572,22.1,629.0,8009.0,Baca
2005,45.15,16.214285714285715,22.725,605.0,8009.0,Baca
2006,45.6,16.65714285714286,23.35,581.0,8009.0,Baca
2007,46.05,17.1,23.975,557.0,8009.0,Baca
2008,46.5,17.542857142857144,24.6,533.0,8009.0,Baca
2009,46.949999999999996,17.985714285714288,25.225,509.0,8009.0,Baca
2010,47.4,18.42857142857143,25.85,485.0,8009.0,Baca
1989,,,,957.0,8011.0,Bent
1990,39.1,14.6,,960.1,8011.0,Bent
1991,38.92,14.29,,963.2,8011.0,Bent
1992,38.74,13.98,43.6,966.3,8011.0,Bent
1993,38.56,13.67,44.6,969.4,8011.0,Bent
1994,38.38,13.36,45.6,972.5,8011.0,Bent
1995,38.2,13.05,46.6,975.6,8011.0,Bent
1996,38.019999999999996,12.74,47.6,978.7,8011.0,Bent
1997,37.839999999999996,12.43,45.675,981.8,8011.0,Bent
1998,37.66,12.120000000000001,43.75,984.9,8011.0,Bent
1999,37.48,11.81,41.825,988.0,8011.0,Bent
2000,37.3,11.5,39.9,1048.5,8011.0,Bent
2001,37.55,11.928571428571429,39.025,1109.0,8011.0,Bent
2002,37.8,12.357142857142858,38.15,1169.5,8011.0,Bent
2003,38.05,12.785714285714285,37.275,1230.0,8011.0,Bent
2004,38.3,13.214285714285714,36.4,1290.5,8011.0,Bent
2005,38.55,13.642857142857142,37.7,1351.0,8011.0,Bent
2006,38.8,14.071428571428571,39.0,1411.5,8011.0,Bent
2007,39.05,14.5,40.3,1472.0,8011.0,Bent
2008,39.3,14.928571428571429,41.6,1532.5,8011.0,Bent
2009,39.55,15.357142857142858,42.9,1593.0,8011.0,Bent
2010,39.8,15.785714285714286,44.199999999999996,1653.5,8011.0,Bent
1989,,,,23738.0,8013.0,Boulder
1990,31.6,42.1,,24046.0,8013.0,Boulder
1991,31.78,43.13,,24354.0,8013.0,Boulder
1992,31.96,44.160000000000004,50.9,24662.0,8013.0,Boulder
1993,32.14,45.19,51.225,24970.0,8013.0,Boulder
1994,32.32,46.22,51.55,25278.0,8013.0,Boulder
1995,32.5,47.25,51.875,25586.0,8013.0,Boulder
1996,32.68,48.28,52.2,25894.0,8013.0,Boulder
1997,32.86,49.31,51.675000000000004,26202.0,8013.0,Boulder
1998,33.04,50.34,51.150000000000006,26510.0,8013.0,Boulder
1999,33.22,51.37,50.625,26818.0,8013.0,Boulder
2000,33.4,52.4,50.1,28028.125,8013.0,Boulder
2001,33.64,53.0,54.15,29238.25,8013.0,Boulder
2002,33.879999999999995,53.6,58.2,30448.375,8013.0,Boulder
2003,34.12,54.2,62.25,31658.5,8013.0,Boulder
2004,34.36,54.8,66.3,32868.625,8013.0,Boulder
2005,34.599999999999994,55.4,67.8,34078.75,8013.0,Boulder
2006,34.839999999999996,56.0,69.3,35288.875,8013.0,Boulder
2007,35.08,56.6,70.8,36499.0,8013.0,Boulder
2008,35.32,57.2,72.3,37709.125,8013.0,Boulder
2009,35.559999999999995,57.800000000000004,73.8,38919.25,8013.0,Boulder
2010,35.8,58.400000000000006,75.3,40129.375,8013.0,Boulder
1989,,,,0.0,8014.0,Broomfield
1990,0.0,0.0,,0.0,8014.0,Broomfield
1991,0.0,0.0,,0.0,8014.0,Broomfield
1992,0.0,0.0,0.0,0.0,8014.0,Broomfield
1993,0.0,0.0,0.0,0.0,8014.0,Broomfield
1994,0.0,0.0,0.0,0.0,8014.0,Broomfield
1995,0.0,0.0,0.0,0.0,8014.0,Broomfield
1996,0.0,0.0,0.0,0.0,8014.0,Broomfield
1997,0.0,0.0,0.0,0.0,8014.0,Broomfield
1998,0.0,0.0,0.0,0.0,8014.0,Broomfield
1999,0.0,0.0,0.0,0.0,8014.0,Broomfield
2000,0.0,0.0,0.0,334.875,8014.0,Broomfield
2001,3.6399999999999997,5.985714285714286,11.775,669.75,8014.0,Broomfield
2002,7.279999999999999,11.971428571428572,23.55,1004.625,8014.0,Broomfield
2003,10.919999999999998,17.957142857142856,35.325,1339.5,8014.0,Broomfield
2004,14.559999999999999,23.942857142857143,47.1,1674.375,8014.0,Broomfield
2005,18.2,29.92857142857143,49.05,2009.25,8014.0,Broomfield
2006,21.839999999999996,35.91428571428571,51.0,2344.125,8014.0,Broomfield
2007,25.479999999999997,41.9,52.95,2679.0,8014.0,Broomfield
2008,29.119999999999997,47.885714285714286,54.9,3013.875,8014.0,Broomfield
2009,32.76,53.871428571428574,56.85,3348.75,8014.0,Broomfield
2010,36.4,59.85714285714286,58.800000000000004,3683.625,8014.0,Broomfield
1989,,,,1649.0,8015.0,Chaffee
1990,37.1,15.2,,1657.8,8015.0,Chaffee
1991,37.57,16.11,,1666.6,8015.0,Chaffee
1992,38.04,17.02,36.4,1675.4,8015.0,Chaffee
1993,38.51,17.93,37.925,1684.2,8015.0,Chaffee
1994,38.98,18.84,39.45,1693.0,8015.0,Chaffee
1995,39.45,19.75,40.975,1701.8,8015.0,Chaffee
1996,39.92,20.66,42.5,1710.6,8015.0,Chaffee
1997,40.39,21.57,40.975,1719.4,8015.0,Chaffee
1998,40.86,22.48,39.45,1728.2,8015.0,Chaffee
1999,41.33,23.39,37.925,1737.0,8015.0,Chaffee
2000,41.8,24.3,36.4,1755.25,8015.0,Chaffee
2001,42.36,25.042857142857144,38.025,1773.5,8015.0,Chaffee
2002,42.919999999999995,25.785714285714285,39.65,1791.75,8015.0,Chaffee
2003,43.48,26.52857142857143,41.275,1810.0,8015.0,Chaffee
2004,44.04,27.271428571428572,42.9,1828.25,8015.0,Chaffee
2005,44.599999999999994,28.014285714285716,44.425,1846.5,8015.0,Chaffee
2006,45.16,28.757142857142856,45.95,1864.75,8015.0,Chaffee
2007,45.72,29.5,47.475,1883.0,8015.0,Chaffee
2008,46.28,30.242857142857144,49.0,1901.25,8015.0,Chaffee
2009,46.839999999999996,30.985714285714288,50.525,1919.5,8015.0,Chaffee
2010,47.4,31.72857142857143,52.05,1937.75,8015.0,Chaffee
1989,,,,273.0,8017.0,Cheyenne
1990,32.0,11.9,,270.1,8017.0,Cheyenne
1991,32.59,12.13,,267.2,8017.0,Cheyenne
1992,33.18,12.36,24.8,264.3,8017.0,Cheyenne
1993,33.769999999999996,12.59,25.575,261.4,8017.0,Cheyenne
1994,34.36,12.82,26.35,258.5,8017.0,Cheyenne
1995,34.95,13.05,27.125,255.6,8017.0,Cheyenne
1996,35.54,13.28,27.9,252.7,8017.0,Cheyenne
1997,36.129999999999995,13.51,25.224999999999998,249.8,8017.0,Cheyenne
1998,36.72,13.74,22.549999999999997,246.9,8017.0,Cheyenne
1999,37.31,13.969999999999999,19.875,244.0,8017.0,Cheyenne
2000,37.9,14.2,17.2,243.125,8017.0,Cheyenne
2001,38.379999999999995,15.128571428571428,17.275,242.25,8017.0,Cheyenne
2002,38.86,16.057142857142857,17.35,241.375,8017.0,Cheyenne
2003,39.34,16.985714285714284,17.425,240.5,8017.0,Cheyenne
2004,39.82,17.914285714285715,17.5,239.625,8017.0,Cheyenne
2005,40.3,18.84285714285714,17.575,238.75,8017.0,Cheyenne
2006,40.78,19.771428571428572,17.65,237.875,8017.0,Cheyenne
2007,41.260000000000005,20.7,17.725,237.0,8017.0,Cheyenne
2008,41.74,21.628571428571426,17.8,236.125,8017.0,Cheyenne
2009,42.22,22.557142857142853,17.875,235.25,8017.0,Cheyenne
2010,42.7,23.48571428571428,17.95,234.375,8017.0,Cheyenne
1989,,,,718.0,8019.0,Clear Creek
1990,35.9,31.2,,696.3,8019.0,Clear Creek
1991,36.33,31.96,,674.6,8019.0,Clear Creek
1992,36.76,32.72,39.1,652.9,8019.0,Clear Creek
1993,37.19,33.48,40.525,631.2,8019.0,Clear Creek
1994,37.62,34.239999999999995,41.95,609.5,8019.0,Clear Creek
1995,38.05,35.0,43.375,587.8,8019.0,Clear Creek
1996,38.480000000000004,35.76,44.8,566.1,8019.0,Clear Creek
1997,38.910000000000004,36.519999999999996,44.699999999999996,544.4,8019.0,Clear Creek
1998,39.34,37.28,44.599999999999994,522.7,8019.0,Clear Creek
1999,39.77,38.04,44.5,501.0,8019.0,Clear Creek
2000,40.2,38.8,44.4,507.0,8019.0,Clear Creek
2001,40.84,39.01428571428571,46.625,513.0,8019.0,Clear Creek
2002,41.480000000000004,39.22857142857143,48.849999999999994,519.0,8019.0,Clear Creek
2003,42.120000000000005,39.44285714285714,51.074999999999996,525.0,8019.0,Clear Creek
2004,42.760000000000005,39.65714285714285,53.3,531.0,8019.0,Clear Creek
2005,43.400000000000006,39.87142857142857,54.425,537.0,8019.0,Clear Creek
2006,44.04,40.08571428571428,55.55,543.0,8019.0,Clear Creek
2007,44.68,40.3,56.675,549.0,8019.0,Clear Creek
2008,45.32,40.51428571428571,57.8,555.0,8019.0,Clear Creek
2009,45.96,40.72857142857143,58.925,561.0,8019.0,Clear Creek
2010,46.6,40.94285714285714,60.05,567.0,8019.0,Clear Creek
1989,,,,2510.0,8021.0,Conejos
1990,31.4,10.7,,2450.8,8021.0,Conejos
1991,31.68,11.07,,2391.6,8021.0,Conejos
1992,31.96,11.44,49.2,2332.4,8021.0,Conejos
1993,32.24,11.809999999999999,50.45,2273.2,8021.0,Conejos
1994,32.52,12.18,51.7,2214.0,8021.0,Conejos
1995,32.8,12.55,52.95,2154.8,8021.0,Conejos
1996,33.08,12.92,54.2,2095.6,8021.0,Conejos
1997,33.36,13.29,52.550000000000004,2036.4,8021.0,Conejos
1998,33.64,13.66,50.900000000000006,1977.1999999999998,8021.0,Conejos
1999,33.92,14.030000000000001,49.25,1918.0,8021.0,Conejos
2000,34.2,14.4,47.6,1873.875,8021.0,Conejos
2001,34.6,14.814285714285715,48.15,1829.75,8021.0,Conejos
2002,35.0,15.22857142857143,48.7,1785.625,8021.0,Conejos
2003,35.400000000000006,15.642857142857142,49.25,1741.5,8021.0,Conejos
2004,35.800000000000004,16.057142857142857,49.8,1697.375,8021.0,Conejos
2005,36.2,16.47142857142857,51.25,1653.25,8021.0,Conejos
2006,36.6,16.885714285714286,52.7,1609.125,8021.0,Conejos
2007,37.0,17.3,54.15,1565.0,8021.0,Conejos
2008,37.400000000000006,17.714285714285715,55.6,1520.875,8021.0,Conejos
2009,37.800000000000004,18.12857142857143,57.050000000000004,1476.75,8021.0,Conejos
2010,38.2,18.542857142857144,58.50000000000001,1432.625,8021.0,Conejos
1989,,,,1101.0,8023.0,Costilla
1990,35.4,10.5,,1088.7,8023.0,Costilla
1991,36.07,10.73,,1076.4,8023.0,Costilla
1992,36.74,10.96,67.3,1064.1,8023.0,Costilla
1993,37.41,11.19,68.275,1051.8,8023.0,Costilla
1994,38.08,11.42,69.25,1039.5,8023.0,Costilla
1995,38.75,11.65,70.225,1027.2,8023.0,Costilla
1996,39.42,11.88,71.2,1014.9,8023.0,Costilla
1997,40.09,12.110000000000001,69.4,1002.6,8023.0,Costilla
1998,40.76,12.34,67.6,990.3,8023.0,Costilla
1999,41.43,12.57,65.8,978.0,8023.0,Costilla
2000,42.1,12.8,64.0,958.875,8023.0,Costilla
2001,42.79,13.414285714285715,64.625,939.75,8023.0,Costilla
2002,43.480000000000004,14.02857142857143,65.25,920.625,8023.0,Costilla
2003,44.17,14.642857142857144,65.875,901.5,8023.0,Costilla
2004,44.86,15.257142857142858,66.5,882.375,8023.0,Costilla
2005,45.55,15.871428571428574,68.225,863.25,8023.0,Costilla
2006,46.24,16.485714285714288,69.95,844.125,8023.0,Costilla
2007,46.93,17.1,71.67500000000001,825.0,8023.0,Costilla
2008,47.62,17.714285714285715,73.4,805.875,8023.0,Costilla
2009,48.31,18.32857142857143,75.12500000000001,786.75,8023.0,Costilla
2010,49.0,18.942857142857143,76.85000000000002,767.625,8023.0,Costilla
1989,,,,693.0,8025.0,Crowley
1990,34.2,8.0,,689.0,8025.0,Crowley
1991,34.440000000000005,8.39,,685.0,8025.0,Crowley
1992,34.68,8.78,39.1,681.0,8025.0,Crowley
1993,34.92,9.17,39.525,677.0,8025.0,Crowley
1994,35.160000000000004,9.56,39.95,673.0,8025.0,Crowley
1995,35.400000000000006,9.95,40.375,669.0,8025.0,Crowley
1996,35.64,10.34,40.8,665.0,8025.0,Crowley
1997,35.88,10.73,39.449999999999996,661.0,8025.0,Crowley
1998,36.120000000000005,11.120000000000001,38.099999999999994,657.0,8025.0,Crowley
1999,36.36,11.51,36.75,653.0,8025.0,Crowley
2000,36.6,11.9,35.4,703.375,8025.0,Crowley
2001,36.83,12.285714285714286,34.55,753.75,8025.0,Crowley
2002,37.06,12.67142857142857,33.7,804.125,8025.0,Crowley
2003,37.29,13.057142857142857,32.85,854.5,8025.0,Crowley
2004,37.52,13.442857142857143,32.0,904.875,8025.0,Crowley
2005,37.75,13.82857142857143,32.85,955.25,8025.0,Crowley
2006,37.98,14.214285714285714,33.7,1005.625,8025.0,Crowley
2007,38.21,14.6,34.55,1056.0,8025.0,Crowley
2008,38.44,14.985714285714286,35.4,1106.375,8025.0,Crowley
2009,38.67,15.371428571428572,36.25,1156.75,8025.0,Crowley
2010,38.9,15.757142857142858,37.1,1207.125,8025.0,Crowley
1989,,,,352.0,8027.0,Custer
1990,39.2,19.2,,362.8,8027.0,Custer
1991,39.77,19.95,,373.6,8027.0,Custer
1992,40.34,20.7,24.9,384.4,8027.0,Custer
1993,40.910000000000004,21.45,25.275,395.2,8027.0,Custer
1994,41.480000000000004,22.2,25.65,406.0,8027.0,Custer
1995,42.05,22.95,26.025,416.8,8027.0,Custer
1996,42.62,23.7,26.4,427.6,8027.0,Custer
1997,43.19,24.45,25.799999999999997,438.4,8027.0,Custer
1998,43.76,25.2,25.2,449.2,8027.0,Custer
1999,44.33,25.95,24.6,460.0,8027.0,Custer
2000,44.9,26.7,24.0,480.75,8027.0,Custer
2001,45.739999999999995,27.114285714285714,25.6,501.5,8027.0,Custer
2002,46.58,27.52857142857143,27.2,522.25,8027.0,Custer
2003,47.42,27.942857142857143,28.799999999999997,543.0,8027.0,Custer
2004,48.26,28.357142857142858,30.4,563.75,8027.0,Custer
2005,49.099999999999994,28.771428571428572,31.475,584.5,8027.0,Custer
2006,49.94,29.185714285714287,32.55,605.25,8027.0,Custer
2007,50.78,29.6,33.625,626.0,8027.0,Custer
2008,51.62,30.014285714285716,34.7,646.75,8027.0,Custer
2009,52.459999999999994,30.42857142857143,35.775000000000006,667.5,8027.0,Custer
2010,53.3,30.842857142857145,36.85000000000001,688.25,8027.0,Custer
1989,,,,3647.0,8029.0,Delta
1990,40.7,13.6,,3609.5,8029.0,Delta
1991,40.86,14.0,,3572.0,8029.0,Delta
1992,41.02,14.4,32.6,3534.5,8029.0,Delta
1993,41.18,14.8,32.525,3497.0,8029.0,Delta
1994,41.34,15.200000000000001,32.45,3459.5,8029.0,Delta
1995,41.5,15.600000000000001,32.375,3422.0,8029.0,Delta
1996,41.66,16.0,32.3,3384.5,8029.0,Delta
1997,41.82,16.400000000000002,30.65,3347.0,8029.0,Delta
1998,41.98,16.8,29.0,3309.5,8029.0,Delta
1999,42.14,17.200000000000003,27.349999999999998,3272.0,8029.0,Delta
2000,42.3,17.6,25.7,3322.0,8029.0,Delta
2001,42.629999999999995,17.75714285714286,26.725,3372.0,8029.0,Delta
2002,42.96,17.914285714285715,27.75,3422.0,8029.0,Delta
2003,43.29,18.071428571428573,28.775,3472.0,8029.0,Delta
2004,43.62,18.228571428571428,29.8,3522.0,8029.0,Delta
2005,43.95,18.385714285714286,30.575,3572.0,8029.0,Delta
2006,44.28,18.54285714285714,31.35,3622.0,8029.0,Delta
2007,44.61,18.7,32.125,3672.0,8029.0,Delta
2008,44.94,18.857142857142858,32.9,3722.0,8029.0,Delta
